"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Grenada","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Fiji","Samoa"
"Swaziland",1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.47934699,0.020653,0,0.2,0.07,0.059999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0.029999999,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040000002,0,0,0,0,0,0,0,0,0,1.0829999,0.0040000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40000001,1.3,1.42,0,0.34,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
"Madagascar",11.464,0.65399998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8249998,0,0,0,0,0,7.8629999,0.048,8.6009998,5.694643,0.2453573,136.564,4.0609999,1.189,0.0099999998,0,0.027000001,0.0070000002,1,0,0,16.524,0,0,0.079000004,0.17,0,0,0.25,0.1,0.029999999,2.8239999,0.059999999,0.44800001,0,0,0,0,0,0,0,0.003,0,0,0,0.15099999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.507,0.34599999,0,0,0,0,0,0,0.79500002,0,0,0,0,0,0,0,0,0.68300003,0.39199999,0,0.092,0.29699999,0.079999998,0,0,1.036,0.2,29.476,0,0,0,0,0,0,0,0,0,1.13,10.621,0.40700001,0,0,14.041,0,0,0,0.5,17.966999,0.132,0,0.0099999998,1.41,1.216,0,0,0,0.45300001,0,0,0,2.543,2.73,0.050000001,0.414,0.34,0,0,0,0
"Comoros",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.0958694,0.0041306,6.8000002,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0.1,0.25,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.30000001,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,3.3,0,1.1,0,0.029999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80000001,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0
"Mauritius",11.306,0.94999999,0.001,0,0,0,0,0,0.0020000001,0,0.0080000004,0,0,0,0,0,0,2.24,0,0,0,0,0,2.1059999,0,0,0.0020000001,0.44400001,0.028999999,79.325996,0.41299999,7.237,6.0493588,0.2606405,48.381001,4.1550002,0.50800002,0.24699999,0,0.017999999,0.44,0.50199997,0.15099999,0.199,8.0419998,0.013,0.001,0.12800001,0.081,0.028999999,0,0.056000002,0.052999999,0.51099998,1.347,0.27500001,1.809,0.001,0,0,0,0,0,0,0,0.0040000002,0,0,0.043000001,0,0,0,0,0.0020000001,0,0.003,0,0.011,0.013,0,0.001,0.001,0,13.137,0.236,0,0,0,0,0.29100001,0,0.51599997,0.37799999,0,0.96600002,47.344002,0,0.014,0.0020000001,0.28799999,0.0040000002,0,0.54799998,1.043,0.012,0,0.001,0,19.777,0.233,0,0.113,0,0,0,2.487,0.60000002,0.80400002,0.0020000001,0,18.018,0,0,0,0,11.665,0,4.4749999,0.0040000002,2.895,33.768002,14.381,0,2.1140001,0.71100003,9.1440001,0.26699999,1.238,0,3.9579999,0,0,0,7.0489998,6.1890001,0.078000002,0.454,23.785999,0,7.1139998,0,0
"Seychelles",2,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.1,1.1,0.28760821,0.0123918,1.4,0.2,0,0,0,0,0,0,0,0,0.89999998,0,0,0,0.02,0,0,0,0,0,0.2,0.07,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,5.3000002,0.013,0,0,0,0.30000001,0,0,0,0,0,0,4.1999998,0,0,0,0,0,0.89999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.6,0,0,0,0,0.5,0,0.1,0,0,3.3,0.89999998,0,0.0099999998,0,0,0,0,0,0.1,0,0,0,0.1,2.8,0.02,0,2.4000001,0,0.2,0,0
"Morocco",201.58,52.860001,0,31.35,0.16,15.59,0,0,0,0,0.34999999,0.02,0.34,0.55000001,0.82999998,1.84,0.81,4.79,1.75,0.31999999,0.19,2.52,0.07,37.459999,0,0.40400001,0,73.709999,2.01,113.11,7.5799999,104.92,76.638008,3.3019979,873.72998,53.869999,276.85999,14.08,0,4.6999998,48.27,10.64,4.7399998,10.37,222.78,0.059999999,0,18.43,4.4099998,0.0070000002,5.04,6.0599999,83.730003,13.54,63.27,82.120003,15.24,0.0099999998,0,0,0,0.14,0,0.0099999998,2.6300001,0.22,0,0,23.35,0,0.69,0.0099999998,0.16,2.6400001,0.16,0.81999999,0.31999999,5.4200001,0.090000004,0,0.17,0.67000002,0,0.0099999998,0.07,0,0,0,0,0.039999999,0.34,0.02,0,0,0.029999999,0,0,0,3.5799999,1.04,0,0,0,0,0,2.3099999,0.31,0.037,9.6099997,16.75,157.48,0.5,0.47,1.41,0.0099999998,0,39.470001,0,0,0.090000004,0,0,0,0,0,26.469999,0,9.3699999,0,4.0599999,91.419998,5.9099998,0,0.14,2.8399999,0,0.56999999,0,0.69999999,0.66000003,0,0,0,7.4400001,1.05,1.39,4.7399998,0.81,0,1.34,0,0
"Algeria",617.73999,265.39999,3.1600001,0,0,1.05,0,0,0,0,6.8000002,0.54299998,0,0,1.478,0,0,1.4400001,0,0,0,0,5.02,219.82001,0,1.206,0,67.309998,0,211.23,9.9899998,141.97,269.25879,11.60119,1715.8101,141.50999,348.95001,3.76,0,20.77,74.769997,38.360001,46.540001,9.7600002,690.09998,0.75,0,22.440001,13.89,0.011,0,85.370003,90.349998,29.1,133.25,6.5100002,27.969999,0,0,0,0.0060000001,0,0,0,0,0,0,1.049,21.440001,0,0,0,0,0.28799999,0,0.412,0,0.292,0,0,0.35699999,7.9000001,5.7090001,0.055,0.32100001,0,0,0,0,0,0,0,0.107,0,0,0,0,0,0,15,0,0,0,0.02,0,22.1,4.3000002,1.622,0,5.9000001,0,17.9,0.079999998,0,0,0,1.7,0,0,0,0,0,0,0,0,24.25,0,0,0,0,435.35001,5.4699998,0,2.99,1,0,0,0,0,0.20999999,0,0,0,2.8399999,17.129999,7.1599998,1.4,11.03,0,0.41999999,0,0
"Tunisia",112.53,18.57,0,0.039999999,0,0.31,0.36000001,0,0,0,0.0099999998,0,0.0099999998,0,1.478,0.0020000001,0,0.36000001,0,0,0,0.93000001,0,19.690001,0,0.47999999,0,38.990002,0,53.959999,4.1599998,63.32,50.551941,2.1780629,561.41998,23.610001,63.389999,3.6600001,0,5.5900002,14.81,17.41,6.5700002,5.1300001,180.27,0.23999999,0,19.129999,55.099998,0.0099999998,0.75,7.1399999,11.34,13.3,18.809999,1.15,5.0799999,0,0,0,0,0,0.20999999,0,0,0,0,0,5.0300002,0,0.14,0,0,0,0,1.36,0,0,0,0,0.248,0.47999999,0,0.31999999,0,0,0,0,0,0.02,0,0,1.25,0,0,0,0,0,0.18000001,0,0,0,0,7.5500002,0.67000002,0,0.30000001,1.37,0.85000002,16.190001,38.27,2.9400001,0.07,0.76999998,0,0,58.209999,0.0099999998,0,0.0099999998,0,0,0,0,0,9.6800003,0,1.27,0,0.75,18.799999,4.3699999,0,0.02,0.34,0,5.1700001,0,0,0.43000001,0,0,0,0.17,1.34,0.23999999,0.16,1.01,0,0.41,0,0
"Libya",197.60001,12.5,0,0,0,0,0,0,0,0.023,2.5999999,0.80000001,0,0,0,0.60000002,0.5,0.2,0,0,0,1.5,0,3.5,0,0,1.6,25.200001,2.4000001,216.7,29.799999,84.599998,51.481869,2.2181289,285.5,74.199997,128.2,2.2,0,5.8000002,43.099998,52.099998,23.299999,10,1038.3,22.9,1,47.700001,172,15.6,30.4,81.300003,20.700001,9,22.1,4,17.700001,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0.001,0,0,0,0,0,4.5,0,0,7.5,0.068999998,0.050999999,0,0.003,0.2,0.30000001,0,0,0,0,0,0,0,0,0.89999998,0,0.1,0,0,0,5.3000002,0.30000001,17.299999,0,0,1.5,14.1,0,24.9,3.9000001,13.2,0.1,0,0,0,0,0.1,0,0,0,0,0,54.5,0,17.6,0,17.299999,280.20001,21.1,0,14.8,0.50999999,0,10.4,0,0,0.23,0,0,0,0.2,1.4,0.2,0.1,5.8000002,0,0.47,0,0
"Sudan",69.920998,1.562,0,5.1059999,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0.0060000001,0,0,0,0,0,17.66,0,0,0,0.0099999998,0,152.381,0.167,30.74,34.378769,1.481231,85.315002,11.351,3.142,1.152,0,3.9890001,3.8800001,18.843,1.993,8.0550003,48.111,0.011,0,8.6440001,2.961,0.40200001,0.40200001,5.0050001,5.5799999,1.028,7.7989998,0.94999999,8.9020004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070000002,0,0,0.017000001,0,0.30199999,0,0.029999999,0,4.8639998,2.665,0.31299999,0,0.003,0.003,0,0.38699999,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.0099999998,0.0060000001,0,0,2.8540001,110.726,13.83,1.152,2.2049999,0.99400002,0,2.7679999,0.0089999996,0.014,19.237,0,0.023,0.039999999,0,0,29.542999,0,2.5009999,4.6350002,8.3590002,114.832,49.096001,0,22.361,4.5739999,0,0,0,0,0.23,0,0,0,0.92199999,4.6609998,0.161,0,2.191,0,0,0,0
"Iran",2346.8,120.7,0,0,0,0,0,0.30000001,0,0,0.30000001,1.2,0,0.134,1.7359999,2.7449999,1.9,0.15000001,0,0.1,0,2.8,8.8000002,68.900002,0,0,17.5,25.299999,7.9000001,1031.4,5.1999998,488.89999,334.009,14.39099,661.40002,445,147.3,3.5999999,0,17.200001,79.699997,143,57.099998,95.199997,810.20001,0.1,0.1,25.6,31.6,0.60000002,70,191.5,272.60001,108.4,193,20.6,88.5,3.3,0,0,0,0,0,0,0,0,0,0.1,0.40000001,0,0,0,0,0.0089999996,0,0,0,0,0,0,0,0,3.3,3.0999999,0.2,0,0,0.69999999,0.2,0.30000001,0.1,0.5,0,0,0,193,0,0,0,0,0,0.039999999,0,3.3,1.2,0,0,0.1,0,40.700001,2.4000001,2.8,0.30000001,4,13.6,73.400002,7.1999998,0,0.40000001,78.800003,6.9000001,2.2,60.400002,3.7,3,65.300003,0.5,17.200001,1.8,138.8,2322,193.39999,0,71.699997,22.200001,1.8,26.9,0,0.60000002,68.099998,0.40000001,0.60000002,0.30000001,3.9000001,44.5,19.4,0.5,228.5,0.1,95.199997,0,0.1
"Turkey",503.51001,49.689999,0,0.029999999,0,0,0.235,0,0,0,0.28999999,0,0.029999999,0,0,0,0,0.22,7.8299999,0,0,0,0,59.959999,0.17,0,9.6099997,1.05,3.28,402.82001,4.46,154.17999,153.0843,6.5957341,327.67001,335.47,65.970001,5.5799999,0,17.16,28.379999,75.43,15.59,42.02,454.39999,0.0099999998,3.04,41.990002,17.26,3.04,40.849998,114.35,81.949997,22.58,53.279999,22.68,22.01,0.090000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,0,0,0,0,0,0,0,0.2,12.14,0,1.61,0,0,0,0,0,0,0,0,0,0.039999999,5.0999999,0,0,0,0.0099999998,0,0,0,12.07,0.0099999998,17.82,276.37,0,165.03,0,691.66998,2.8599999,23.16,3.4000001,6.54,22.809999,5.46,0,0,16.52,22.43,0,0,0,0,1.67,0,1.46,0,19.690001,311.14999,18.23,0,9.4099998,5.23,0,0.079999998,0,0,0.029999999,0,0,0,12.84,11.43,0.14,0.07,29.98,0,4.46,0,0
"Iraq",217.5,71,0,18.4,0,0,0,0,0,0,0.30000001,0,0,0.021,0,0,0,0,0,0.041000001,0,4.4000001,0,70.300003,3.3,0,0,11.7,3.8,307.39999,4.3000002,183.5,101.4298,4.3701701,252,84.5,44.700001,5.1999998,0,55.099998,51.299999,71.5,39.200001,53,228.39999,0.039999999,6.9000001,58.900002,35.299999,1.6,19.5,14.6,154.89999,24.4,62.099998,1.4,46.599998,0,0,0,0,0,0,0,0,0,0,0,0.40000001,0,0,0,0,0.1,0,0,0,0,0,0,0.003,0,0,0.5,3.8,0,0,0.0049999999,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0.02,0,0.80000001,16.200001,57.900002,0,7.3000002,11.5,21.6,10.4,0,0.2,0,0,6.3000002,5.0999999,0,0.5,3.9000001,0.1,86.300003,0,0.30000001,0.30000001,1.2,789.09998,60.5,0,49.299999,1.1,0,52.5,0,0,26.9,0,0,0,20.4,8.6999998,0.1,23.299999,87.5,0,8.6000004,0,0
"Egypt",788.07001,75.75,0,9.3800001,0,0,0,0,0,0,0.14,0,0,0,0,0,0.13,0,0,0.17900001,0,0,0,32.360001,0,0,0,12.33,8.6700001,280.63,8,128.48,63.475128,2.7348671,303.92999,90.669998,56.950001,3.76,0,82.550003,35.439999,67.050003,9.4899998,75.599998,429.91,0.40000001,0.22,118.04,57.459999,12.84,38.950001,80.57,270.81,74.089996,69.25,5.3099999,31.459999,0,0,0,2.3329999,0,0,0,0.0099999998,0,0,0,0,0,0,0.0040000002,0,5.4499998,0,0.0099999998,0.0099999998,0,0,0,0,1.1,9.46,16.16,1.33,0,0.001,0.02,2.5799999,4.4699998,0,2.4300001,3.756,0,3.29,0,0,0,0,0,0,0.20900001,0.1,3.4200001,2.28,1.04,8.6999998,19.540001,9.7799997,16.16,14.54,0,20.16,23.219999,7.1999998,0,30.639999,0.1,0.30000001,16.639999,0.15000001,0,0.69999999,0,0.0099999998,52.060001,0,8.1700001,4.3800001,14.03,248.78,82.019997,0,0.95999998,15.9,0,23.07,0,0.029999999,4.8800001,0,0.039999999,0.0099999998,1.62,10.21,2.3499999,7.1399999,139.66,0,10.87,0,0
"Syria",115.18,31.870001,0,13.13,0,0,0,0,0,0,0,0.377,0.42500001,0,0,0.74000001,0.29899999,0.69999999,0,0,0,0,0.47,22.33,0,0.001,0,7.7399998,0.0020000001,107.21,2.3900001,47.59,83.66523,3.6047699,206.44,44.709999,39.439999,0.2,0,31.17,19.6,51.82,27.51,32.599998,178.97,0.059999999,0,14.27,58.279999,8.9849997,11.93,235.61,91.669998,12.28,30.32,2.0999999,10.22,0.027000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.614,0,0,0,0,0,0,0,0,0.017999999,0.228,0.21799999,0,0,0.0020000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54000002,0.050000001,0.02,5.3800001,2.76,6.98,39.560001,3.03,14.75,0,61.380001,24.32,0,275.41,0.079999998,0.15000001,8.1899996,0.029999999,0.17,0.079999998,0,8.9989996,49.990002,0,0,0,5,160.23,4.6599998,0,0.40000001,7.3699999,0,6.0300002,0,0,0.02,0,0,0,2.6500001,2.27,0.12,0,0.63,0,1.3099999,0,0
"Lebanon",123.6,25.4,0,0,0,0,0.0099999998,0,0,0,0,0.296,0,0,0.030999999,0.078000002,0,0,0,0,0,0,0,20.200001,0,0,0,12.34,0.082000002,85.099998,1.6,45,54.453819,2.3461781,169.7,38.700001,27.74,2.95,0,0,0,24.799999,27.5,0,200.3,0.63,0,13.17,32.849998,29.431999,0,0,0,6.3299999,22.5,2.4200001,8.2600002,0.72600001,0,0,0,0,0,0,0,0,0,0,0.88999999,0,0,0.028000001,0.001,0.40099999,0.0099999998,0,0,0,0,0,0,0,0,0.241,0.111,0,0,0,0,0.73100001,0,0.59100002,0,0,0,0,0,0,0,0,0,0.0049999999,0,1.9,0,0.97000003,0,3.5669999,0,17.610001,0,11.43,21.940001,0,8.8900003,0,148.10001,0,0,15.9,0.20999999,0,3.5999999,0,0.39899999,0,0,0,0,3,57.099998,2.77,0,1.53,0,0.15099999,0,0,0,0.37,0,0,0,0.36000001,1.6,0.28,0,1.4400001,0,0.12,0,0
"Jordan",204.82001,6.5500002,0,0,0.168,0,0.0020000001,0,0,0.029999999,0,2.951,0,0,0,0,0,0,0,0,0,0,0,7.0799999,0,0,0,7.54,0,100.17,2.1900001,31.200001,23.813959,1.02604,40.84,13.34,16.370001,0.52999997,0,1.02,9.1999998,12.98,5.5900002,6.6100001,78.980003,0.31999999,0,4.5799999,15.28,3.3329999,7.9400001,61.880001,7.8600001,5.2399998,12.5,1.0700001,8.5900002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059999999,4.9660001,0.34999999,0,0,0,0,0.34999999,0,0,0,0,0,0,0,0,0,0,0,0.096000001,0,0.61000001,0,0.039999999,0,3,5.3899999,15.37,2.3099999,29.08,33.73,35.5,0,0,117.18,0,0.0099999998,2.5899999,0.039999999,0.41,1.6,0,0,22.549999,0,0,0,21,87.400002,12.41,0,1.54,0.0099999998,0,4.4099998,0,0,3.1500001,0,0,0,2.3699999,5.96,0,2.2,4.0100002,0,1.9299999,0,0
"Israel",981.38,55.43,0.0099999998,0,0.015,0,0.001,0,0.001,0,0.30000001,0.15000001,0.039999999,0.07,0,1.25,10.99,1.4,0.050000001,0.055,0,1.05,0.13,17.92,0.69999999,0.0099999998,0.80000001,30.110001,13.77,463.45001,8.1999998,393.51999,213.50121,9.1988344,175.56,424.73001,18.27,12.86,0,0.07,2.05,24.82,4.3600001,0.56999999,194.24001,0.41,0,15.21,7.6900001,0.75,1.71,34.849998,0.0099999998,32.200001,60.709999,35.48,65.68,0.039999999,0,0,0,0,0,0,0,0,0,0,5.7399998,0.12,0.11,5.29,0,1.62,0,0,0,5.9699998,7.7399998,0,0,0,0.18000001,1.77,1.05,0.169,0.16,0,0.66000003,4.4699998,0,0,0.44,0,0.050000001,54.27,0,0,0,0,0,0,0,0,0,0,0,0,5.8000002,5.8200002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,11.27,0,2.5999999,125.39,18.870001,0,0,0,0.050000001,0.54000002,0,0,1.73,0,0,0,0,15.09,1.1900001,0,21.299999,0.024,3.6900001,0.0020000001,0
"Saudi Arabia",2729.5,36.799999,0.2,3.0999999,0,0,10.3,0.07,1.1,0,0.1,0.5,0.2,0,0.1,0.2,0.37400001,0,0,1,0.89999998,2.0999999,0,12.2,0,1.9,2.8,2.0999999,0.2,902.59998,1.6,646.20001,226.2518,9.7482033,490.10001,428.5,73.900002,1.7,0,3.3,7.1999998,49.099998,12.6,20.799999,898.59998,0.40000001,0.1,17.5,180.89999,26.700001,7.1999998,45,8.8000002,28.6,152.60001,10.6,31.5,0.5,0,0,0,0,0.1,0.2,0.30000001,0.1,0.40000001,0,0,0.5,0,0.2,0.2,0,0,0,0.5,0.2,0.1,0,0.1,0.1,0.2,2.2,0.69999999,0,0,34.700001,9.8999996,17.4,0.60000002,0.60000002,0,0,1.4,2.0999999,0.2,1.3,6.1999998,0,0,0.064000003,0,7.0999999,0.40000001,0.40000001,0.5,38,16.200001,26.6,3.3,44.900002,515.09998,330.39999,121.6,0,0,3.8,4,652.40002,216,9.1000004,108,3,5.1999998,32.900002,2.0999999,222.10001,171.3,188.60001,1699,170.5,0,67.400002,1.3,0.5,17.5,0,0,28.200001,2.3,0.60000002,3.4000001,12.1,156.10001,36.700001,3.7,84.800003,0,2,1,0
"Yemen Arab Republic",9.7220001,0.17200001,0,1.311,0,0,0,0.36399999,0.001,0,1.319,2.882,0,1.757,0,0,0,0,0,0,0,0,0,0.259,0,0,0,0,0,41.894001,0.13500001,31.924999,8.1680737,0.35192671,40.654999,2.75,3.704,0.51499999,0,0.33199999,1.933,4.4920001,0.20299999,2.9089999,42.455002,0.0080000004,0.45300001,2.234,9.0509996,12.651,0.25299999,7.4039998,10.817,1.02,6.4499998,0.192,4.5830002,0,0,0,0.37900001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4920001,0.063000001,0,0,0.45899999,40.252998,3.368,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0.045000002,1.717,0.029999999,0.34900001,0.243,2.0650001,2.8659999,0.54799998,0.89999998,0,126.277,0,69.207001,5.4699998,0.40200001,0.018999999,5.691,0,0,36.007,0,11.805,0.028999999,28.378,165.588,67.260002,0,4.6820002,0.12,0.131,9.9320002,0,0,0.78899997,0,0,0,5.1919999,52.964001,0,0.035,40.387001,0,0.066,0,0
"Yemen People's Republic",31,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,39.5,0.91000003,22.200001,5.4645562,0.2354439,12.5,0.5,3.78,0.039999999,0,0,0,0.89999998,0,0,18.5,0.16,0,0.12,0.029999999,0.73699999,0,3.5799999,0,0.029999999,5.3000002,1.24,6.3000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.032,1.217,0,0,0.40599999,0,0.059999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62900001,0,0,0,0.44999999,0.1,0,0.12,0,37.299999,3.0409999,0,51.700001,1.23,0,1.4,0,0,0,0,0,0,1.4,78.900002,9.3199997,0,11.99,0,0,0,0,0,3.9200001,0,0,0,4.1399999,10.05,0.029999999,0,17.110001,0,0.059999999,0,0
"Kuwait",660.40002,40.099998,0,0,0,0,0,0,0,0,0.1,9.4639997,1.016,0,0,0.92500001,0.257,0.19,0,0,0,0,0,23,0,0,3.2,1.9,1.449,480.5,4.9000001,100.6,83.981598,3.6184011,147.39999,51.599998,71.699997,0.38999999,0,14.6,25,24.200001,32.299999,17.4,243.60001,4.4299998,0,31.299999,19.799999,8.6000004,11.5,26.299999,22.1,3.96,44.900002,4.4899998,36.099998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9000001,0.89999998,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,7,0,0,0.017000001,0,1.9,0,0.23,0,6.3000002,21.200001,19.9,9.8000002,11.1,11.4,46.799999,20.200001,0,4,0,0,0,1.2,0,1.6,0.40000001,1.193,129.89999,0,116.3,0,290.29999,960.70001,186.10001,0,36.200001,0.07,1.8,13.1,0,0,12.4,0,0,0,9.1000004,54.200001,1.0599999,0,68.800003,0,4.1999998,0.0070000002,0
"Bahrain",134.66,2.03,0.029999999,0.02,0.050000001,0,0.029999999,0,0,0,0,4.9200001,0,0,0.0099999998,0,0,0.050000001,0,0,0,0,0.0099999998,0.97000003,0,0,0,0.0099999998,0,219.98,1.27,25.190001,10.65109,0.45890909,28.620001,8.6800003,5.2199998,7.96,0,0.0099999998,1.46,5.6100001,0.31,0.54000002,36.939999,1,0,1.04,2.99,4.8000002,0.029999999,1.24,0.02,1.34,6.5999999,5.4200001,12.89,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099999998,0,0,0,0,0,0,0,0,0,1.6799999,0.49000001,0,0,0.27000001,0,0,0,1.3099999,0,0,0.059999999,0.22,0,0.23999999,0,0,0,0,0,0.079999998,0,0.079999998,0,0.0099999998,7.21,0.57999998,0.46000001,0.61000001,0.31999999,2.6300001,0.69,0,915.57001,0.12,0,5.9200001,0,2.53,21.700001,1,0.02,62.150002,0,26.27,0.19,31.040001,174.25,34.970001,0,7.6799998,0,0.16,1.29,0,0,2.8399999,0.039999999,0.0099999998,0,9.6700001,28.219999,2.01,0.029999999,58.110001,0.69,3.0899999,0.0060000001,0
"Qatar",117.15,0.63999999,0,0,0,0,0,0,0,0,0.0099999998,0,0,0,0,0,0,0,0,0,0,1.05,0,2.0699999,0,0,2.73,0,0.013,231.2,0.95999998,42.240002,4.6113181,0.19868159,70.080002,39.470001,4.6799998,0.88999999,0,0.44,0.67000002,8.4899998,0.40000001,0.62,34.220001,0.46000001,0,1.34,3.47,2.8900001,0.80000001,2.1300001,0.27000001,4.9099998,4.7800002,1.51,4.6300001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0999999,0.0099999998,0,0,0.68000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.14,0,0.011,3.04,2.0899999,0.38,1.37,11.63,10.64,3.26,0,5.0700002,0,0,25.959999,9.0299997,0,56.720001,0.12,0,14.11,0,3.25,0,8.46,326.81,26.950001,0,4.4299998,0.050000001,0,0.090000004,0,0,1.9299999,0,0,0,0.20999999,10.13,0.02,0,10.02,0,0.1,0,0
"United Arab Emirates",574.90002,19.200001,0.1,0.2,0,0,0.1,0,0,0,0.2,0.40000001,0,0,0,0,0,0,0,0,0,2.3,0,11.2,0.2,0,16.799999,1.1,0,920.5,3.2,154.89999,85.41964,3.6803601,175,78.5,47.200001,2,0,2,28.9,39.5,2.0999999,3.8,186.10001,2.0999999,0,11.9,25,8.6000004,3.9000001,40.599998,1.9,7.4000001,43.900002,11.1,28.799999,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0.1,20.799999,0.60000002,0,0,2.5,0,0,0,0.69999999,0,0,0,0.40000001,0,4.4000001,0.1,0.1,0,0,0.1,1,0.2,0.18000001,0,0.1,64.300003,3.7,0.60000002,2.0999999,3,42.599998,9.3999996,0,123.2,0.0040000002,0.1,48.599998,77.099998,2.5,0,1,0,82.800003,0,82.5,0.40000001,63.400002,977.70001,211.89999,0,37.099998,0.69999999,2.3,2.4000001,0,0,19.200001,0,0,0,42.099998,81.800003,7.8000002,0.2,47.200001,0,7.1999998,0,0
