"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Solomon Islands","Fiji","Samoa"
"United States of America",0,3497.301,1450.86,0.1,111.138,185.9,90.313,1076.58,77.186,2.773,6.21,0,9.078,1433.9995,47.644,110.573,163.511,160.003,11.515,167.152,9.85,627.8003,3.572,4.279,288.42,683.7,607.7241,15.057,116.633,472.1,777.14,13.458,1851.3996,498.7,3676.3999,2056.0002,92,2964,339.9001,1733.4001,496.72,0,319,366.96,253.6,40.45,222.2,105.8999,37.89,0.6,630.79,258.5,48.853,19.4,339.6,2709,77,318.3,323.69,209.17,183.222,0,0,0.672,0,4.89,7.563,39.15,8.826,6.9,18.621,213.08,72.5,23.465,38.228,72.9,141.072,15.231,148.954,7830.7,320.462,2.24,2.8,63.8184,221.7,83.291,37.446,26.065,30.922,36.487,32.2,8,47.979,388.9,25.6,54.8718,0.7,13.113,1302.5,14.5,55.1,21.8,2.384,3.3,20.417,1.5,162.91,4922.3299,70.51,6064.9001,54.451,2938,157.17,278.9,271.81,40.05,212.2,140.83,736.8,4018.9004,26.779,9.7,542.8,189.64,167.45,1608.6,245.87,7.107,1200.2,3.9,3160.9998,9,253.8003,7860,103.9801,0,385.46,106.37,30.248,34.519,0,1.6,476.15,0,0.7,0.1,1078.75,992.22,137.03,2873.6999,1763.8701,42.6,172.95,2.767,11.961,3.6
"Canada",3497.301,0,3.23,122,9.771,7.09,1.788,101.3,24.18,1.021,2.415,0,5.103,2.4,11.533,15.195,11.715,4.403,8.3,6.459,15.29,1026.2,20.499,6.963,18.24,15.26,157.785,5.188,12.924,26.3,94.15,2.519,864.7,20.96,281.9,248.7683,11.1317,36.5,68.4,71.11,15.6,0,21.9,130.67,14.6,16.95,32.4,149.9,2,9.1,22.81,6.67,16.55,2.1,27.76,586.9,27.13,151.4,196.09,19.82,0.29,0,0,0.002,0,0.048,0.359,12.682,0.78,6.8,0.614,17.78,19.6,11.386,22.048,2.1,19.936,8.143,8.643,44.6,0.677,0.027,0,0.2238,1.3,0.031,0.353,10.076,1.332,0.404,0.9,0,2.062,11.3,1.4,0.072,0.1,2.415,142.4,0,0,0,1.796,0,2.713,0,58.7,161.25,33.52,7.3,11.849,265.4,20.77,45.9,70.71,3.91,31.6,9.05,27.8,1025.1,0.072,16.5,41.8,3.82,0.98,17.3,1.3,0.1,465.3,0,399.4,1.1,107.9,2052.8001,158.28,0,76.77,73.24,3.111,2.811,0,0,53.73,9,9,19.2,1.34,59.85,8.61,32.5,98.04,4.6,21.65,0.348,6.507,0.21
"Bahamas",1450.86,3.23,0,0.13,0.009,0.43,16.576,9.11,0.255,0,0.01,0,0.001,7.31,29.45,0.017,0.026,0.02,0.267,7.48,0.12,256.92,0.52,0.066,19.78,0.14,28.588,0,0,0.14,47.97,0.142,17.48,33.15,45.78,17.5832,0.7868,4.31,2.25,3.17,0.39,0,0,0,0.48,0.08,0,3.82,0.09,0,0,0.06,0,0,0,0.01,0.02,11.95,0.12,42.72,0,0,0,0,0,9,9,0.514,0,0,0,0,0,0,0.004,0,0.01,0,0,288.32,19.29,0,0,66.0819,0,0,0,0,0,0,0,0,0,277.31,0,0,0,0,0.54,0,0,0,0,0,0,9,0,32.24,27.85,663.09,0,265.95,0,0,0,0,0,0,0.02,1290.2101,9,0,0,0,26.79,81.6,9,0.04,0,0,0.24,0,0.99,26.42,0.01,0,0.03,0,0,0,0,0,0.11,0,0,0,0.01,0,0.11,43.17,8.12,9,0.3,0,0,0
"Cuba",0.1,122,0.13,0,0,0,3.029,2.61,2.374,0,0.515,0,9.183,3,0,0,0,0,4.126,0.213,1.25,47.8,2.112,0,0,13.43,0,0,9,0,49.4,0,45,0.72,23.4,4.4987,0.2013,4.6,1.4,95.04,14.75,0,0,21.91,0.3,0.72,0,10.8,0.05,0,2.85,9.04,9.149,0,8.03,0,16.37,24.9,0.42,7.53,0,0,0,0.003,0,9,0,0.002,9,0,0.016,0,0,9,0.001,0,0,0,0.006,0,0,9,0,0.133,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9.009,0,9,0,11.88,38.03,0.09,22.5,0,9,0.01,0,12.41,23.08,0,0.01,0,5.9,12.51,0,9,0.05,0,0.1,0,0,24.2,0,0,0,0,16.6,0,0,0,9,9,0.067,0,0,0,0,0,0,12.68,2.87,0.02,7.1,1.44,0,10.83,0,0.027,0
"Haiti",111.138,9.771,0.009,0,0,2.747,1.398,0.431,0.082,0,9,0.004,0.333,1.107,0.064,0.001,0.112,0.216,0.443,1.309,0.5,0.25,0.004,0.243,0.006,0.01,4.392,0,0,0.265,3.036,0,2.95,0.053,5.016,6.4035,0.2865,16.049,0.563,1.402,0.027,0,0,0.821,0.088,0.266,0.706,10.906,0,0,0.004,0.13,0,9.033,0.368,0,0.178,0.27,0.281,0.129,0.014,0,0,0,0,0,0,0.019,9,0,9,0.003,0,0,0,0,0,0.001,0.004,0,0,9,0,0.019,0,0,9,0,0,9,0,9,9.037,0,9.257,0.692,9,0,0,0,0,0,0.049,9,0,0,0,0.23,0.03,0,0,0,0,9,0,0.004,0,0,0.001,9.007,9.031,0,9,0,0,0,0,0,5.325,0,0,0,1.984,20.104,0.064,0,0.002,0,0,0,0,0,0.086,0,0,9,9,0.325,0.006,0.052,0.091,0,0.069,0,0,0
"Dominican Republic",185.9,7.09,0.43,0,2.747,0,1.863,3.13,0.489,0,1.079,0,1.257,10.46,2.904,6.387,1.2,0.251,0.892,10.002,4.67,151.65,0.62,1.509,0.08,4.78,12.76,0,0.04,10.73,0.74,0.357,5.29,0.71,11.21,14.7404,0.6596,4.96,1.2,22.84,0.15,0,0.03,0.08,0.15,0.03,0.19,8.71,0,9,0.13,0,0,0,0,0.5,2.39,14.57,6.4,0.64,0.001,0,9,0,0,0,0,10.693,9,0,0,9,0,0,0,9,0,9,0.047,0.97,0,0,0,9.0009,9,0,0,9,0,0,0,9,9,9,9,0,0,9,1.68,0,0,0,0,0,0,0,2.61,2.04,0.36,0,9,0.01,0.01,0,0,9,0,0,0.11,0.1,0,9,9,0,9,0,0,0,0.16,9,16.71,0.04,2.58,60.59,0.1,0,1.15,0.02,0,0,0,0,0.01,0,9,9,0.18,0.1,1.31,0,0.41,0,1.74,0,0,0
"Jamaica",90.313,1.788,16.576,3.029,1.398,1.863,0,1.598,9.298,0.019,1.087,0.722,0.716,3.497,0.079,3.14,0.108,0.135,0.193,0.978,2.295,167.475,4.487,1.152,1.228,0.07,3.038,0,0.589,0.008,1.543,0.333,77.303,0.332,6.323,2.8332,0.1268,22.309,4.24,40.872,0.238,0,0.008,1.013,0.116,0.003,0.045,2.226,0.129,0,2.988,0.258,0.548,9,0.116,0.598,0.531,8.614,27.233,1.214,0.087,0,0,9,0,0.001,0,0,0,0,9,0.12,9,0,0.04,0,19.157,0,0.186,0.008,26.962,0,0,0.076,0.017,0,0.052,0,0,9,0,0,0,0.004,0,0.0008,0,0,0,0.009,0.209,0,0,0,0.001,0,3.245,0.013,0.163,0,0.011,0.002,0.016,0.003,0.014,0.001,0,0,0.124,0.5,0,0.002,0.012,0.03,0.001,2,0.01,0,0.574,0,5.866,0,2.817,25.223,0.198,0,0.007,0.059,0,0.111,0,9.211,0.084,0,0,0,0.429,0.295,0.061,0.981,4.098,0,2.907,0,0.083,0
"Trinidad and Tobago",1076.58,101.3,9.11,2.61,0.431,3.13,1.598,0,27.511,1.245,6.798,0,3.078,14.38,12.865,16.196,0.6,0.501,1.134,8.173,10.59,4.86,47.77,86.85,0.17,3.24,12.13,0,0.18,0,0.23,2.684,141.52,2.03,6.54,1.9335,0.0865,21.26,0.68,1.77,1.6,0,0.15,0.45,1.84,0.23,10.7,4.68,0,0,0.1,0.15,1.206,0,0.36,9.16,0.73,78.86,9.33,13.8,0,0,0,0,0,1.547,9,5.498,0.01,0,1.882,0,0,0,9.42,0,1.97,1.617,11.025,1.4,0,0,0,0,0,0,0.062,0.088,9,0,0,0,0.05,18.19,0.06,0.0097,0,0,0,0,0,0,0.02,0,0,0,0.55,12.69,0,7.58,0,3.3,0.07,9.04,0,0,9,0,0.23,425.52,9,0,0,0,0,13.9,0,0,5.13,0,18.86,9.12,1.48,190.26,3.54,0,0.18,0.09,0,0.01,0,0,0.15,0,0,0,0.42,2.26,0.27,92.81,19.33,0,9.05,0,0.01,0
"Barbados",77.186,24.18,0.255,2.374,0.082,0.489,9.298,27.511,0,0.456,1.438,0,1.344,0.721,0.125,0.821,0.128,0.244,0.298,0.13,0.435,19.178,3.227,1.174,0.015,0.067,6.003,0,0.036,0.022,2.03,0.057,51.395,7.806,8.736,1.6942,0.0758,3.994,0.288,1.251,0.338,0,0.015,0.376,0.089,0.212,9.573,3.69,0.001,0,0.074,0.354,0.003,0,0.107,0.15,0.082,0.884,3.178,0.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.012,0,0,0.004,9,0,0,0,0.013,0,0.164,0.005,9,0,9.007,0,0,0.007,0,0,0.01,0,0.008,0,0,0,0,0,0.006,0,0.001,0,0,0.001,0,0.004,0.008,9.017,0,0,9.005,9,0.226,1.899,0,0,0,0.002,0,0,0,0,0.528,0,3.427,9.004,0.532,14.15,0.431,0,0.039,0,0,0.445,9.002,0,0.115,0,0,0,0.371,0,0.066,0.153,7.514,0,4.449,0,0.011,9
"Dominica",2.773,1.021,0,0,0,0,0.019,1.245,0.456,0,0.252,0.838,0.44,0.3,0,0.17,0,0,0,0,0,3.8,0.299,0,0,0,0.15,9,0,0,0,0,0.341,0,0.22,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.375,0,0,0
"Grenada",6.21,2.415,0.01,0.515,9,1.079,1.087,6.798,1.438,0.252,0,0.724,0.422,0.131,9,0.285,0,9.004,0.068,0,0.176,0.129,0.998,0.047,9,0,0.271,0,9,9,0.036,9,1.545,0.174,1.59,2.3355,0.1045,0.041,0.027,0.129,0.01,0,0.024,0.322,0,9.035,0.077,0.317,0,0,0,0.005,0,9,0,0.056,0.019,0.12,0.079,0.549,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,9,9,0,0,0,0,0,9,9,0,0,9,0,0,0,0,9,0,0,0,9,0,0,9,9,9,9,9,0,0,9,9.003,0,9,9,9,0,0,0,0,9,9,0.019,0,0.28,9,0.049,1.855,0.165,0,9,9,0,0,0,0,0.021,0,0,0,9.05,0,9.026,9,0.174,0,0.347,0,0,0
"St. Lucia",0,0,0,0,0.004,0,0.722,0,0,0.838,0.724,0,1.299,0,9,0.477,0,0,9,0,0.2,0.2,0.913,0.038,0,0,9.04,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"St. Vincent and the Grenadines",9.078,5.103,0.001,9.183,0.333,1.257,0.716,3.078,1.344,0.44,0.422,1.299,0,9.034,9.004,0.394,0.006,0,0.102,0.06,0.542,0.045,1.265,0.05,0,9.007,9.178,0,9,9.011,0.178,9,3.12,0.03,0.59,0.2201,0.0099,0.364,0.336,0.04,0.013,0,9.014,9.019,0.005,9.041,9.028,0.353,0,0,9.031,0.008,9,9.001,9.016,9.039,0.001,0.113,0.028,0.298,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.001,0,0,0,0,0,0,0,0.002,0,0,9.054,9,0,0,9,0,9,9,9.011,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,9,9,0,0,0,9.003,0,0,9.003,9,9.001,9,0,9,0,0,0,9.001,9.112,0,0.144,9,0.031,0.791,0.053,0,9.004,0,0,0.005,0,0,9.03,0,0,0,9.045,0,9.018,0,0.096,9,0.162,9,0,0
"Mexico",1433.9995,2.4,7.31,3,1.107,10.46,3.497,14.38,0.721,0.3,0.131,0,9.034,0,35.428,19.21,26.607,5.015,43.732,9.176,37.85,81.9,3.421,0.744,5.29,11.28,7.635,0.255,1.551,17.8,81.64,6.968,210,43.24,51.8,72.5534,3.2466,265,10.5,195.47,2.78,0,3.9,22.5,4.8,2.1,21.8,142,0.01,0,37.05,2.4,0.684,0,6.44,4,25.84,97.5,12.52,10.87,0.844,0,0,9,0,0,9,0.027,0,0,0.001,0,0,9,6.687,0,0.002,0,1.191,0.8,3.754,0,0,0.0005,0.5,0,0.315,0,0,9,0,0,0.012,0,0,0.0355,0,9,13.8,0,0,0,9.399,9,0.006,0,21.7,38.03,0.89,0.2,0,3.8,0.01,11.2,2.23,9,1.5,0,0.6,1.1,9,0,0.3,0.02,0,0.1,9,0,59.1,0,0,9,1.6,311.1,12.71,0,0.37,1.27,0,11.629,0,9,7.34,9,0,9,5.26,35.12,1.61,0.3,14.87,0.56,5.19,4.895,0.046,9
"Guatemala",47.644,11.533,29.45,0,0.064,2.904,0.079,12.865,0.125,0,9,9,9.004,35.428,0,21.123,16.985,16.491,23.468,9.087,6.535,109.792,0,0.275,0.441,1.01,16.519,0.277,0.15,0.519,4.276,0.096,15.208,0.679,19.499,11.4765,0.5135,10.403,3.375,2.384,1.806,0,0,0,12.028,0,1.475,45.208,0.02,9,18.757,0.371,0,0,0,0,28.958,10.458,6.41,11.091,0.014,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,9,0,0,9,0,0,9,0,9,0,0,9,0,9,0,0.044,0,9,0,0,0,0.864,9,0,0,0.011,0,0,0,0.007,0,0.3,0,0,0,0.029,9,0.24,0,9,0.83,0.446,14.4,0,9,0,2.35,10.83,2.3,9.1,9,83.865,9,4.031,0,0.935,2.003,0.389,0,0.061,0,9,0.122,0,0,0.891,0,0,0,0.055,0,0.068,1.756,2.841,9,0.393,0,0,0
"Honduras",110.573,15.195,0.017,0,0.001,6.387,3.14,16.196,0.821,0.17,0.285,0.477,0.394,19.21,21.123,0,0,4.624,14.66,4.933,4.094,61.779,0,0,0.007,0.832,20.28,0,0.002,0.291,3.324,0.025,11.863,0.099,4.577,0.9572,0.0428,8.415,1.288,13.166,0.125,0,0.357,0.075,12.382,0.437,1.622,12.78,0,0,2.173,1.337,0,0.14,0.862,0.159,5.468,8.111,3.512,2.155,0.18,0,0,0,0,0,9,0,0,0,0,9,0,0,0,9,0,0,0,0.044,0,9,0,0,0,9,0,9,9,0,0,0,9,0,0,0.008,9,0,0.096,0,0,0,0.014,0,0,0,0.106,0,0,0.9,0,0.109,0,9,0.03,1.365,0.002,0.002,0.035,0.6,9.677,0,0.003,0.004,9,0,9,0,3.818,9,7.651,0.049,4.469,31.013,0.213,0,0.045,0,0,0.145,0,0,0.055,0,0,9,0.12,0.072,0.04,0.073,1.033,9,0.075,0,9,0
"El Salvador",163.511,11.715,0.026,0,0.112,1.2,0.108,0.6,0.128,0,0,0,0.006,26.607,16.985,0,0,3.116,19.492,18.108,3.204,115.036,0,0.01,3.558,5.876,9.543,0.001,0.018,0.275,1.661,0.734,13.003,0.632,54.009,3.2448,0.1452,5.655,2.819,4.77,0.784,0,0,0.027,18.709,0.159,0.086,2.265,0.004,0,17.83,0.009,0.007,0.026,0,0.039,6.284,2.555,3.972,1.873,0.001,0,0,0,0,0,0,0.001,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0.028,0,0,0,0,0.444,0,0,0,0.009,0,0,0,0.209,0,0,0,0,0,0,0.001,0,0,0,0,0.57,0.3,9,0,0,0,0,0,9,0,0.094,0,11.156,0,1.529,4.308,0.094,0,0.477,9.14,0,0.125,0,0,1.939,0,0,0,0.046,0.419,0.199,0.394,1.271,0,3.339,0,0,0
"Nicaragua",160.003,4.403,0.02,0,0.216,0.251,0.135,0.501,0.244,0,9.004,0,0,5.015,16.491,4.624,3.116,0,2.652,2.655,1.495,65.656,0,0,0.101,0.675,0.078,0.021,0,0.035,1.04,0.064,2.646,2.661,6.085,9.5334,0.4266,12.253,0.948,5.811,0.855,0,0.006,0.013,12.388,0.025,0.076,32.847,1.06,9,0.267,0.65,0,0,0.26,0.028,4.161,2.382,1.06,8.385,0.069,0,0,0,0,0,0,0.001,9,0,0.001,0,0,0,0,0,0.31,0,0,0.049,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0.559,0,0,0,0,0,0,0,0,0,0,0,0.045,0.296,9.219,0,0,0,0,0,0,0,87.344,0,14.881,0,0.175,26.59,1.485,0,0.003,9.81,0,0.112,0,0,5.2,0.002,0,0,0.001,0.059,0.012,1,0.471,0,0.07,0,0,0
"Costa Rica",11.515,8.3,0.267,4.126,0.443,0.892,0.193,1.134,0.298,0,0.068,9,0.102,43.732,23.468,14.66,19.492,2.652,0,14.487,5.793,51.234,0.417,0.376,1.146,2.423,15.819,0.716,0,1.671,5.135,0.357,20.045,3.107,5.338,3.0342,0.1358,15.159,1.009,41.791,0.39,0,0.259,1.07,15.383,1.282,0.731,16.623,0.036,0.429,1.145,2.194,0.146,0.02,4.386,1.855,37.806,21.413,11.032,8.604,0.286,0,9,0,9,0,0,0,0,0,0,0,0.024,0,0,0,0.013,0,0,0.006,0,0,0,0,0.044,9.002,0,0.001,9,0,0,9,0.002,0,0,0.0182,0.02,9,0.061,9,0,0,0,0,0,0,0.204,0.079,0.07,2.69,0,0.014,0,0.061,0.56,1.438,0.733,0.302,0.194,1.8,9.125,9.261,0.012,0,0.202,9,9,9,0.515,9,7.995,0,3.211,162.134,0.157,0,0.007,9,0,0.006,0,0,0.001,9.054,9,9,0.002,1.833,0.112,0.422,0.477,0,0.039,0,9.005,9.024
"Panama",167.152,6.459,7.48,0.213,1.309,10.002,0.978,8.173,0.13,0,0,0,0.06,9.176,9.087,4.933,18.108,2.655,14.487,0,27.582,44.686,0.011,3.355,154.674,2.987,31.123,0.005,0.012,9.922,24.086,1.779,5.3,0.159,98.905,12.3188,0.5512,10.498,129.553,30.728,0.155,0,0.053,1.068,7.697,0.148,1.207,31.525,0,9,3.963,2.362,0,0.001,0.399,0.95,1.62,0.278,2.264,0.374,0.032,0,0,9,9,0,0,0,0,0,0,0,0,0,9.014,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,0,0,9,0,0,0,0,0.296,0,0,0,12.989,0,0.001,0,0.01,0.02,0.05,3.2,0,0,0,0,0.288,0.142,9.011,0.001,18.979,88.705,0.002,0,0.299,0,9,0.002,9,0,1.739,0,15.361,0,23.834,124.396,0.21,0,0.996,0.17,0,0.034,0,0,1.317,9,9,0,0.112,1.823,0.28,0.022,1.089,0,5.214,0,0,9
"Colombia",9.85,15.29,0.12,1.25,0.5,4.67,2.295,10.59,0.435,0,0.176,0.2,0.542,37.85,6.535,4.094,3.204,1.495,5.793,27.582,0,80.49,0.512,0.716,16.88,67.68,168.913,2.18,0.313,22.83,0.4,1.185,54.11,3.13,167.12,19.622,0.878,8.57,5.21,15.31,7.19,0,1.34,23.59,30.13,5,0.33,18.25,0.11,0.01,17.21,1.89,0.02,5.01,5.75,0.73,86.85,119.04,34.94,31.25,0.297,0,0,9,0,0.06,0,0.003,0,9.01,0.142,0,0,0.03,0.03,0.02,0,0,0.007,0.17,0.02,0.01,0,0.0113,0,0,0.04,0,0,9.004,0,0.01,0.04,0,0,0.0073,0,9,9.09,9,9,0,0,9,0.001,9,8.91,35.09,5.93,5.3,0.05,0.01,0.18,0.05,0.26,3.78,0.07,0.11,2.4,0.6,9.119,0,0.08,0,0.08,0.01,0.01,9,3.43,9,11.79,0.73,0.54,132.77,0.24,0,3.57,0.3,0,0.1,9,0,0.07,0,9,0.04,2.01,10.58,0.32,0.03,1.02,0.01,0.87,0,9,0
"Venezuela",627.8003,1026.2,256.92,47.8,0.25,151.65,167.475,4.86,19.178,3.8,0.129,0.2,0.045,81.9,109.792,61.779,115.036,65.656,51.234,44.686,80.49,0,32.319,11.576,27.57,42.92,38.78,2.497,0.098,80.6,86.89,72.213,96.2,4.25,128.4,4.6901,0.2099,59.1,13.9,92.16,10.79,0,0,7.2,1.7,1.3,8.6,107.4,0,9,1.32,1.11,0,1,0.98,0.3,27.8,318.2,6.77,31.88,0.054,0,0,0,0,0,0.494,1.805,0,9,2.946,115.41,0,10.086,1.295,0,0,4.88,0.012,22.5,0,0,9,21,0,0,0,0,0,0,0,0,0,0,49.5,0.01,0,0,0.9,0,0,0,0,0,3,0,1.21,1.36,0,0,0,2.7,32.93,9,0,0,0,0,3.4,1.7,9,9,0,0,0,0,0,0,33.1,0,42.6,8.6,19.5,731.5,7.16,0,0.3,0,14.171,0.041,0,0,1.31,9,0,0,3.25,6.32,4.59,2.3,10.55,0,7.7,0,0,9
"Guyana",3.572,20.499,0.52,2.112,0.004,0.62,4.487,47.77,3.227,0.299,0.998,0.913,1.265,3.421,0,0,0,0,0.417,0.011,0.512,32.319,0,0.606,0,0.06,0.049,0,0,0.001,1.955,0,32.564,0.025,6.152,0.6222,0.0278,5.932,0.256,5.769,0.01,0,0.163,0,0.267,0,0.075,5.359,0.05,0,0.003,0,0,0,0,0.1,0.338,0.733,1.738,0.749,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.026,0,0,0,0,0,0,9,0.103,0,0,0,0.273,0.5,0,0,0,0,0,0,0,9,2.459,0,0,0,0.617,14.187,0.893,0,0.021,0.32,0,0,0,0,0.412,0,0,0,0.471,0.245,0,0,0.898,0,0.543,0,0,0
"Suriname",4.279,6.963,0.066,0,0.243,1.509,1.152,86.85,1.174,0,0.047,0.038,0.05,0.744,0.275,0,0.01,0,0.376,3.355,0.716,11.576,0.606,0,0,0,23.085,9,0,0.031,0.478,0.003,21.042,0.11,1.1,0.9476,0.0424,13.585,0.645,1.403,0.598,0,0,0,0.072,0.265,0.254,3.449,0,0,0.003,0.006,0,0,0.431,0.037,0.029,1.447,54.62,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0.001,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0.2,0,0,0,0.02,0,0,0,0,15.357,9,0,1.971,1.4,20.537,0.558,0,0.03,0,0,0.006,0,0,0.007,0,0,0,0.59,0,0.14,0.184,0.15,0,0.198,0,0,0
"Ecuador",288.42,18.24,19.78,0,0.006,0.08,1.228,0.17,0.015,0,9,0,0,5.29,0.441,0.007,3.558,0.101,1.146,154.674,16.88,27.57,0,0,0,34.05,35.615,0.453,0.518,152.74,20.36,2.938,34.64,11.92,5.3,2.1536,0.0964,12.46,14.83,14.36,2.04,0,10.58,28.63,12.7,32.15,3.88,38.23,0.96,9,65.49,5.78,0,0.18,6.71,3.63,2.88,8.89,1.33,4.53,0.048,0,0,0,0,9,9,0.001,9,0,0.095,0,0,0,1.841,0,0,0,0,9,0,9,0,0,9,9,0,9,0,9,9,0,0,0,0,0,0,9,15.11,0,0,0,9,0,0,0,0.62,0.01,0,0,0,0,0,9,0,0,0,0,3.2,3.2,0,0,0,0.02,10.91,8.7,0,0,3.96,0,15.31,9,10.4,145.18,0.23,0,0.03,9,0,0.603,0,9,0,0,9,0,1.44,1.09,0.8,0.1,10.44,0,3.59,0,0,9
"Peru",683.7,15.26,0.14,13.43,0.01,4.78,0.07,3.24,0.067,0,0,0,9.007,11.28,1.01,0.832,5.876,0.675,2.423,2.987,67.68,42.92,0.06,0,34.05,0,74.522,34.157,0.027,33.39,16.76,6.608,85.62,3.9,13.98,12.7304,0.5696,36.6,3.94,23.15,2.58,0,57.09,18.3,4.13,12.41,16.74,96.63,0.12,0,71.01,0.17,0,7.8,24.16,26.62,5.29,27.3,0.16,0.16,0.14,0,0,0,0,0,0,0.004,0,0,0.001,0.01,0,0,0,0,0.002,0,0.07,0,0.019,0,0,0,0.1,0,0,0,0,9.001,9,0,0,0,2.63,0,0,0,3.43,0,9,0,0,0,0.423,0,0.35,7.7,0,0,0,9.94,0.06,0,0,0,0,0,0.37,0.6,0,0,0.01,0.06,0,0,0,0,59.03,0,13.44,0,40.95,397.11,6.08,0,4.2,0.03,0,1.15,0,0,0.08,9,0,9,0.1,9.78,4.39,0.67,6.39,0,20.14,0,0.384,0
