"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Samoa"
"North Korea",9,0.1,0,0,0,0.02,0,9.71,9.084,0,9,0,9.01,0,9,0,0,0.063,0,0.5493,0.1057,0,0.27,0,0.1545,0.137,9,0.93,0,0,9.014,0,0,0.009,0.08,0.045,0.13,5.1551,0.2349,71,7.08,0.449,0.24,0,0,11.86,18.72,0.904,3.9613,8.81,9.13,0,6.883,0.118,0,0,5.779,0,1.738,6.12,0.483,0.449,0,0,0,9,0,0,0,0.001,9,0,9,0,0,0,9,9.0113,0.073,0,0.1576,0,0.387,0,0,0.0063,0.1,0,9.068,1.05,0.017,0.202,9,0,0.162,0,9,9,0.058,9,0,0,0,0,0,0,0,9.2,9,4.402,0,0,0,25,0,0,13.854,0,9,0.57,0,128.56,9.8704,0,0,9,10.84,0,9,0,98.39,0,0,0,0,179.31,22.656,0,0.89,3.481,7.7515,0.7203,0,0,0.434,0,9,0,4.632,33.874,1.41,13.8,6.273,2.89,9.088,0,0,1.547,0
"South Korea",576.1997,26.4,0.5,0,2.082,4.36,2.403,6.26,0.587,0,0.181,0,0.1211,0,32,0.169,1.729,3.054,0.063,3.576,11.397,32.178,6.84,42.3,0.563,2.971,50.4,63.46,105.433,6.4,3.33,54.3,51.93,5.935,252.5,29.36,187.5,170.9134,7.7866,75.4,18.6,30.26,2.08,0,0.99,0.3,81.2,2,1.7,88.7,0.43,0,6.68,20.18,3.554,1.21,0,1.54,21.31,53.8,41.42,26.1,2.185,0,9,0.004,0,0.11,0.205,2.041,2.3,8.6,0.792,4.1,0.49,0.059,49.265,1.9994,0.826,6.3,3.215,92.6,0.142,0.1,0,0.1402,0.6,1.5,4.411,1.556,0,0.1,0.012,3.52,2.865,7.59,2.87,8.2,0.099,0.4,0,0.1,0,8.1,0.2,0,5.542,0.1,3.92,1.43,2.2,540.7,37.339,614,5.73,11.77,2.69,26.9,13.31,23.45,6.8,2543.6,40.1727,0.34,1378.5,28.76,17.36,41.2,28.56,16.6,0,0,92.5,0,0,2978.8001,85.91,0,95.38,26.65,37.417,81.201,0.11,19.91,35.3,0,0,4.99,478.01,159.36,147.53,103.6,610.11,24.978,42.64,0.4,0.8,2.617,2.6
"Japan",14629.5,743.4001,13.07,139.34,22.514,79.96,34.485,192.53,27.593,1.98,1.87,3.96,1.3315,0,230.4,10.381,51.637,15.1,6.811,33.936,111.534,37.389,346.35,155.4,5.282,10.33,143.84,275.88,55.797,82.13,13.65,143.4,687.66,66.136,1679.8,222.18,853.2,1085.7354,49.4649,1571.8001,371.1,402.46,299.96,0,118.73,112.6,428.6,107.12,63.4,416.4,44.82,2.85,138.77,387.66,79.716,103.87,156.14,1558.8,390.44,718.7,800.46,135.87,28.551,0,0.44,0.039,0,3.63,4.021,0.038,27.097,51.126,10.425,66.13,4.18,0.66,285.476,20.453,74.052,21.284,45.744,2387.2001,48.391,3.171,9,1.782,60.4,9.59,149.051,119.851,9.403,28.97,8.603,27.94,21.96,63.03,10.28,220.6,49.866,11.365,461.7,0.1,0.3,1.9,32.089,1.15,31.865,5.1,23.59,111.7,114.36,291.9,32.145,285.7,159.62,2396.68,168.02,206.11,174.35,201.4,75.1,14973.5001,275.7463,101.6,1998.5,166.63,1917.6601,7077.0998,1801.64,77.97,899.6001,3.25,2875.7002,179.31,2978.8001,0,172.9,0,436.51,254.2,257.938,192.925,0.84,46.62,1356.0399,10.94,6,82.71,87.9599,3250.0302,103.33,9273.3,2246.3003,144.45,110.69,5.449,20.987,65.029,4.513
"India",45.2,235.94,0.019,0.211,0.093,0.14,0.707,10.31,0.441,0,0.047,0.022,0.0415,0.03,45.12,0.074,0.029,0.234,0,0.216,0.486,0.13,7.31,148.49,2.159,0.449,0.2,1.26,234.992,0.06,0.478,0.82,6.36,2.937,200.81,21.53,172.47,319.9055,14.5745,7.46,40.01,59.97,18.53,0,5.286,38.95,5.52,5.81,42.2664,14.06,6.85,9,16.11,36.84,3.199,68.813,50.31,368.254,37.82,44.41,19.61,65.57,1.729,0,0,0.01,0.033,0.198,0.14,3.194,49.242,2.36,1.429,9.9,0.022,0.832,0.19,4.0708,20.13,0.544,3.149,102.43,1.446,0.203,0,0.0383,9.2,16.689,10.939,21.676,0.49,1.493,3.11,0,7.403,0.066,0,50.3682,1.431,2.955,0,0.79,2.22,5.06,3.037,0.066,20.404,3.6,20.55,298.54,7.06,4.98,33.576,1643.72,22.13,146.872,78.13,29.01,5.974,33.93,1.23,450.16,22.7159,6.203,223.01,49.82,28.3,355.71,59.31,14.284,1.39,9,45.88,22.656,85.91,172.9,0,0,73.94,50.4,1.793,21.159,0.616,42.876,1.41,3.498,0.022,10.881,154.04,330.2,2.79,57.22,22.72,1.366,6.02,0.15,0.03,5.783,0.25
"Bhutan",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pakistan",281.55,78.29,0.039,0,0.03,0.01,0.149,0.04,0.029,0,9,0,9.0144,0,3.05,0.001,0.059,0.05,0.003,7,0.003,1.647,0.07,0.2,0.048,0.1,0.14,1.62,43.447,0.02,0.029,2.34,11.32,0.058,200.15,3.63,67.81,36.3251,1.6549,109.45,31.85,21.12,1.12,0,0.149,18.3,8.13,26.85,7.1731,74.29,0.99,0.14,34.03,2.51,0.343,15.28,27.64,16.721,1.9,24.3,6.73,1.54,0.057,0,0,0,0,0.396,0.007,16.695,0,2.07,22.33,44.19,3.103,11.013,7.346,4.2846,0.041,6.407,6.508,2.7,0.132,0.004,0,0.501,0.68,9.263,31.928,2.669,0.057,0.071,3.1879,0.564,0.172,0,0.2,0.61,15.28,0.44,0,10.2,0.92,0.85,2.364,0,11.263,1.52,0.41,6.66,2.24,14.39,8.896,80.58,1.7,87.988,0.87,2.16,0.527,11,0,621.9,8.1033,53.562,411.87,77.68,12.05,250.38,9.23,51.693,152.78,0.09,0,0.89,95.38,436.51,73.94,0,0,4.83,6.369,31.784,0.152,2.123,18.13,0.119,0,0.002,155.95,10.72,1.7,8.08,25.73,0.037,12.06,9,0,0.347,0.008
"Bangladesh",51.34,52.16,0,9,0,0.03,0.023,0,0,0,9,0,9,0,1.03,0,0,0,9,9,9,0.02,0.05,0,0.813,0,9,0.12,2.063,0.04,0.04,1.09,1.71,1.099,83.42,0.6,59.17,7.5558,0.3442,24.41,11.27,9.46,3.1,0,1.279,5.36,1.38,3.92,2.8087,24.05,0.01,0.056,0.19,0.3,0.398,6.459,5.21,3.27,2.94,9.18,11.39,16.43,0.003,0,0,0,0,0,0,7.304,0.12,0,4.76,0.94,0.132,9.04,1.1,9.4151,0.937,0.93,1.1,3.67,0,4.35,9,0.18,9,0.165,2.686,0.908,0,0.004,0.17,9,9.93,9.506,53.911,3.0418,14.719,0,9,9,9,0.05,0.08,9,0.005,0,6.18,0.49,0.91,0,23.058,35.9,4.02,13.943,3.29,32.3,2.31,3.97,0,383.91,0.6,0,26.99,0.32,5.27,192.94,0.7,1.46,91.7,9,0.03,3.481,26.65,254.2,50.4,0,4.83,0,1.017,0.361,0,11.519,33.16,0,0,0,51.92,48.02,2.77,55.37,72.14,0.976,1.73,0.011,9,0.025,0
"Myanmar",33.498,2.126,0,9,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,22.077,0,9.2,0,0,9,67.138,0.045,8.339,1.5303,0.0697,15.894,5.918,1.191,0.007,0,0.897,0.087,1.296,0.001,23.639,0.385,0.01,0,1.673,0.022,0,0,15.246,5.6124,0.455,3.947,16.518,3.915,0.059,0,0,2.026,0,3.0426,9,0,9,9,3.364,0,0,9,0,0,0,9,0.03,0.2,0,0,0,9,9,0,0,0.007,0,0.317,0.012,0,0,0,9,0,0.028,0,0,0,0,0,0,9,7.357,0,9.099,0,0,0,0.005,5.076,0.017,0,1.636,9,0.0704,0,0.999,0.9,0,9,4.7,0.138,9.5,0,0.15,0,9.491,9,0,7.7515,37.417,257.938,1.793,0,6.369,1.017,0,23.882,4.6409,0,10.243,0,0,2.1769,5.88,17.355,0.164,9.45,12.57,0,0.461,0,0,0.092,0
"Sri Lanka",42.4,4.19,0.0459,0,0,0,0.072,0.036,0.155,0,0.01,0,0.0041,0,18.418,0,0.408,0.237,0.104,0.203,0.012,0.072,0.22,0.015,0.052,1.186,0.819,0.504,0.296,0.289,0.029,5.575,1.65,0.821,40.275,6.17,12.547,0.3921,0.0179,4.266,2.665,5.811,3.627,0,1.7396,6.097,1.194,0.367,3.95,4.172,0.112,0,3.937,0.692,0.032,0.2285,0.414,24.5647,0.59,11.142,0.888,2.963,0.044,0,0,0,0,0.0109,0,4.252,0,0.002,0.003,0.006,0,0.001,0.781,0.0596,0.024,0,0.352,0.156,0,0.021,0,0,0,0,18.514,0.247,0,0.335,0.037,0.0194,0.739,0,0.0539,0.201,1.488,0.003,16.293,0,0.081,0,0.206,0,0.475,0.1,0.344,0.8,1.244,8.394,1.78,91.1,2.343,32.8288,20.148,1.368,2.6173,6.419,0.186,280.2,5.1283,10.4821,12.914,0.052,1.21,7.661,0.81,0.904,16.156,0,36.061,0.7203,81.201,192.925,21.159,0,31.784,0.361,23.882,0,0.1387,0.0286,9.241,0.022,9,5.2442,3.259,73.59,20.173,1.541,40.92,0.001,2.452,0,0,1.87,0.016
"Maldives",0,0,0,0,0,0,0,0,9.002,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2.64,0,0,9.6312,9.0288,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.011,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.3905,0,0,0,0,9.0033,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,9,9,0,0.01,0,0,0,0,9,0,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0.77,0,9,0,0.11,0.84,0.616,0,0.152,0,4.6409,0.1387,0,0,1.197,0,0,0,1.454,16.047,0,0,0.803,0,0.066,0,0,0,0
"Nepal",5.74,0,0,0,0,0,9,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9.004,1.28,0.066,0.24,0.1722,0.0078,1.28,0.4,0.217,0,0,0,0,0.11,0,0,1.65,0,0,0.132,0.22,9,0,0,9,0.066,0.77,0.033,0.427,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0,0,0,0,0,9,0,9.0025,0,9,0,0,9,0,0,0,0,0,0,9,0,0.102,9,0.2,0.19,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6.81,0,9,0,19.91,46.62,42.876,0,2.123,11.519,0,0.0286,0,0,2.05,0,0,0,2.147,6.463,0.346,0,1.223,0.002,0.301,0,0,9,0
"Thailand",289.14,103.3,0.089,0,0.236,0.09,0.084,0.4,0.101,0.022,0.025,0,9.0241,0,23.2,0,3.454,0.97,0.047,3.71,1.05,9.596,0.36,3.31,0.328,0.044,0,0.42,21.227,0.33,0,3.84,3.31,0.078,153.87,4.45,398.43,12.9883,0.5917,78.08,36.6,1.25,1.76,0,13.203,12.72,30.76,4.51,1.21,21.55,0.26,0.01,1.96,0.46,0.304,11.57,7.3,335.597,8.46,52.87,26.02,7.2,0.091,0,0,0,0,4.565,0.375,72.65,6.76,11.37,8.321,16.59,0,0.01,2.26,3.1428,8.809,1.63,0.072,92.76,0.19,0.041,0,0.0589,1.12,0.73,1.439,2.241,0.001,0.121,6.438,6.897,0.395,5.841,6.76,6.58,9.546,0,0.9,0,8.76,2.11,0.022,0,0.764,0.9,67.84,8.3,4.05,1.55,4.003,236.59,8.15,13.827,1.71,31.86,3.179,4.2,5.59,1199.24,1.7259,6.129,37.6,17.76,325.36,51.02,4.99,1.83,166.73,9,117.31,0.434,35.3,1356.0399,1.41,0,18.13,33.16,10.243,9.241,1.197,2.05,0,5.357,28.492,0.07,126.58,222.76,8.43,122.18,105.33,1.18,45.18,0.677,0.01,2.272,0.02
"Cambodia",12.26,0,0,9,0,0,0,0,0.018,0,0,0,9,0,9,9.002,0,0,0,0,9,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.11,0.2104,0.0096,0.55,0.11,1.65,0,0,0,0,0,0,0,0.33,0,0,0.002,0,9,0,0,0,0.286,0.11,0.022,0.11,0,0,0,0,0,9,9,0.0473,0,9,9,0,0,0,0,9,0,9,0,0,9,0,0,9,9,0,0,0,0,9,0,0,9,0,0,0,9.0044,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,9,0,0,0,9,0,9,0,0.87,0,0,0,0,10.94,3.498,0,0.119,0,0,0.022,0,0,5.357,0,0,0,0.044,30.484,6.05,0,0.396,9,0,0,0,0,0
"Laos",0.77,0,0,0,0,9,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,9.031,9,0,0,0,0,0,9,9,9,0,0,0,0.34,0,2.09,0.0096,0.0004,8.69,0,0.022,0,0,9,9,0,0,0,0.66,0,9,0,0,9,9,0,9,0,2.2,0,0,0,0,0,0,0,0,0,0.002,0,9,0,0,0,0,0,0,0,9,0,0,9,9,0,9,0,0,0,0,0,9,0,9,0,0,0,0,0.0825,0,0,9,0,9,9,0,9,0,9,0,0,0,0,0,0,9,0,9,9,0,0,0.2,9,0,0,0,0,0,0,0,7.62,0,0,9,0,6,0.022,0,0,0,0,9,0,0,28.492,0,0,0,1.17,14.599,0.132,0,0.132,9,0,0,0,0,0
"Vietnam",11.23,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,0.02,0,0,0,0,0,0.011,0,0,9,0,9,1.78,0,19.05,5.0499,0.2301,80.81,0,0.471,0.022,0,0,3.937,0.93,30.681,36.2385,17.59,0,0,2.083,17.55,0,0,17.937,9,5.049,24.55,2.42,2.044,0,0,0,0,0,0,0,0.001,0,0,0,0,0,9,0,0,9,0,0.004,9,0,0,9,0,0.1,0,0.0033,9,0,0,0,0,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,7.51,0,9,0.072,0,0,0,0.033,0,9,0,0,0.1,0,0,0,0,9,0,9,0,0,0,0,0,4.99,82.71,10.881,0,0.002,0,2.1769,5.2442,0,0,0.07,0,0,0,0.2,65.861,3.3679,1.7,9.559,9,0.02,9,0,0,0
"Malaysia",583.92,45.52,0,37.672,9,0.01,0.225,0.72,0.351,0,9.054,0,0.0581,0,11.24,0.102,0,0.105,0.053,0.373,0.1,1.949,1.53,5.9,0.081,0.173,1.11,7.94,21.057,3.16,1.341,2.34,14.38,4.167,149.21,10.17,177.8,26.9999,1.2301,130.59,31.49,97.39,29.02,0,5.298,9.47,37.58,23.37,38.3678,78.41,0.93,0,37.18,10.41,1.45,1.672,32.03,260.211,10.28,72.08,6.76,11.12,0.121,0,0,0,0,9,2.397,0.007,0,0,0.009,9.22,0,0,0.665,0.5281,0.979,0,0.85,48.4,0.145,0.018,9,0.1159,0.47,0,15.177,0.537,0.18,0.427,0,0,0.079,0.198,5.627,0.6,3.768,0.743,1.41,0,0,0.12,0.009,9,6.893,1.1,1.41,8.33,0.14,0.19,0.805,94.21,18.46,14.026,2.73,9.85,1.342,1.01,0,481.19,12.1624,11,20.6,35.69,50.83,168.91,17.04,1.56,154.86,0.088,8.7,4.632,478.01,87.9599,154.04,0,155.95,51.92,5.88,3.259,1.454,2.147,126.58,0.044,1.17,0.2,0,1898.7699,86.92,9.7,405.88,4.135,77.2,9,0,21.268,0.3
"Singapore",1288.9102,29.3,0,5.599,0.392,0.19,0.208,2.15,0.122,0,0,0,0.0274,0,0.95,0.035,0.569,0.049,0.638,0.362,0.599,28.781,10.41,3.33,0.088,0,1.44,7.68,3.688,0,1.937,8.31,33.4,1.73,407.34,1.8,67.88,17.6939,0.8061,176.58,137.75,2.41,1.07,0,0.752,4.9,9.86,8.81,6.3,134.42,2.67,9,1.47,20.01,3.057,12.766,2.39,133.377,7.85,145.54,55.42,43.11,0.661,0,0,9,0,9,9,0.031,9,0,0.149,2.03,9,0,223.08,4.53,7.49,0,0,122.94,10.215,0.078,0,0.1914,0,0.562,74.705,11.43,0,0,2.429,0,2.843,0,33.653,2.36,0.344,3.664,0,0,0,0,17.54,0,9.791,6.3,0.78,17.77,2.08,3,10.471,251.9,14.33,45.057,61.13,1.76,9.153,5.36,26.26,4727.43,72.1401,16.597,885.21,275.76,35.63,170.53,42.79,25.34,659.31,0,316.44,33.874,159.36,3250.0302,330.2,0,10.72,48.02,17.355,73.59,16.047,6.463,222.76,30.484,14.599,65.861,1898.7699,0,7.04,1077.0999,139.06,188.756,156.28,5.347,20.225,33.385,6.814
"Philippines",230.7301,22.27,2.921,0,0.1,1.39,1.347,0.29,0.388,0,9.08,0,0.0259,0,98.81,0.01,0.999,0.014,0.056,0.09,0.129,0.009,0.34,1.76,0.002,0.264,3.17,1.67,101.371,0,0.82,4.2,0.2,0.02,31.87,3.65,74.86,10.5589,0.4811,29.6,26.32,22.05,7.89,0,5.11,1.92,18.43,0.23,2.49,4.12,0.41,0,2.18,2.85,0.275,1.6,5.88,186.151,28.31,15.79,2.83,2.12,0.331,0,0,0,0,0,0,0.116,0.35,0,0,1.84,0,0,10.84,0.4974,3.001,0.36,0.244,1.18,0.418,0.008,0,0.0044,0.45,0,1.066,0.25,0,0.007,0,0.088,0.11,0,1.93,0.04,4.233,0,0.72,0.13,9.08,1.1,0.18,0,0.157,0.03,21.01,22,1.02,0.7,0.002,7.68,0.41,20.768,2.16,0.95,1.023,0.06,4.9,1033.99,8.0408,0.055,430.48,97.53,1.59,30.8,143.28,0.32,93,0,114.22,1.41,147.53,103.33,2.79,0,1.7,2.77,0.164,20.173,0,0.346,8.43,6.05,0.132,3.3679,86.92,7.04,0,20.3,123.74,3.525,70.98,0.023,0,1.711,0
"Indonesia",4618.5999,67.6,943.47,1.4,0.191,0,0.896,323.71,0.104,0,9,0,9.0022,0,7,0,4.173,0.065,0.828,0.7,0.076,0.371,1.3,6.9,0.04,0.369,0.95,1.13,119.93,0,1.3,2,9.06,0.084,402.9,0.92,28.9,0.6695,0.0305,160.5,75.9,4.11,15.27,0,4.63,18.4,6.6,0.1,26.3658,177.9,4.77,0,8.06,1.47,0.027,0.54,1.36,50.29,32.7,54.3,15,22.57,0.05,0,9,0,0,9,0.212,1.309,9,0,0.076,15.8,0,0,1.6,0.0178,1.928,0,0.284,4.5,0,0.002,9,0.0018,0.2,0.5,0.371,61,9,9,0.006,9,0,0,16.12,5.8,5.011,0,0.5,0,0,0,65.612,0,0.272,9,29.07,0.61,18.91,0.7,0.471,1,1.64,9.91,5.36,0.1,1.1,4.1,1.8,638,1.0222,0,67.7,17.31,0.55,17.6,1.9,0.1,191.1,0,43.3,13.8,103.6,9273.3,57.22,0,8.08,55.37,9.45,1.541,0,0,122.18,0,0,1.7,9.7,1077.0999,20.3,0,155,0.216,125.41,9,0,0.09,9
"Australia",3317.5,224.25,3.791,1.589,0.42,0.82,2.353,31.04,7.353,0.033,0.086,0.012,0.0541,0.01,14.11,0.454,3.123,0.362,1.875,0.317,0.833,1.241,1.59,15.77,0.747,0.12,13.37,6.75,103.633,14.08,0.185,2.59,108.9,7.291,1119.88,60.91,152.01,20.8597,0.9503,74.34,160.17,26.86,3.51,0,13.279,76.86,25.5,13.46,17.9158,3.63,5.17,1.68,72.7,8.81,1.427,0.898,8.82,772.243,140.06,331.42,38.28,57.12,26.33,0,0,0,0,0,0.003,0.028,0.326,0.01,0.006,7.55,0.01,0.003,0.008,0.6848,11.374,0,0.324,5.66,0.51,0,0,0.02,0.78,9.626,12.595,3.762,0,0.408,0.754,0.066,1.567,0.022,0.355,24.2145,5.171,2.455,32.61,0.06,0.02,1.59,0.55,0.044,28.854,2.28,1.13,8.07,0.46,171.4,6.136,180.36,13.94,103.755,221.17,0.29,5.066,2.96,32.7,951.42,25.3622,34.529,368.04,24.36,3.34,45.78,34.3,0.06,185.25,0.03,266.99,6.273,610.11,2246.3003,22.72,0,25.73,72.14,12.57,40.92,0.803,1.223,105.33,0.396,0.132,9.559,405.88,139.06,123.74,155,0,319.587,225.86,15.214,25.406,206.666,10.565
"Papua New Guinea",28.872,1.81,9,9,0,0,0.011,0.005,0.002,0,0,0,9,0,0.07,9,9,9,0,0,0,0,0.3,3.9,0.001,0.133,0,0.103,2.674,9,0,0.119,0.049,9,9.762,0.88,6.769,5.7003,0.2597,5.531,1.039,55.437,1.314,0,2.8728,2.386,0.814,9.18,0.014,1.116,0,0.1177,0.244,0.013,0,0,3.432,0.064,0.123,0.099,0.934,2.828,0.005,0,9,9,0,9,0.001,9,0,9.298,0,0,9,0,0,0,0,9,0,0,9,0,9,9,9,0.0011,0.001,0,9,9,9.006,0,0,9,9,0,0.004,0.593,0.033,0.63,0.166,9.003,9,0,0.649,0,0,9,0,0,0,0.019,0.015,0,0.697,9.017,0,1.144,4.149,0.57,9,0,0.267,0,9,0.003,0.043,0.009,4.924,9,5.607,2.89,24.978,144.45,1.366,0,0.037,0.976,0,0.001,0,0.002,1.18,9,9,9,4.135,188.756,3.525,0.216,319.587,0,51.554,0.372,4.225,0.023,0.483
"New Zealand",212.7301,2.71,1.243,0,0.641,5.51,1.024,21.86,7.546,1.694,0.293,0.573,0.1885,0.16,27.6,0.2,1.048,0,3.468,0.493,0.192,5.431,0,21,5.729,0.004,10.52,20.44,16.415,0,0,0.96,0.5,0.25,339.08,6.7,31.2,39.3283,1.7918,103.11,21.69,9.83,2.01,0,1.556,6.47,2.99,1.26,9.3851,28.55,2.74,9,21.85,35.88,5.92,0.81,1.57,255.043,3.51,26.22,2.29,2.25,6.87,0,0,0,0,0,0.001,0.005,0,0.05,0,0.75,0,0,0,0.0675,11.77,0,0.201,8.9,0,0.06,0,0.16,0.08,0.31,0.339,1.198,0,0,0.1,9,0,0,1.071,0.2809,0.868,0.692,8.41,9,9,0.08,0.06,0,17.671,0.3,0.59,3.79,0.78,0.21,0.976,205.92,0.46,71.332,7.31,1.68,0.308,3.72,5.41,177.92,1.6403,0.715,42.25,67.29,70.09,18.46,10.65,0.06,135.76,9.01,7.68,9.088,42.64,110.69,6.02,0,12.06,1.73,0.461,2.452,0.066,0.301,45.18,0,0,0.02,77.2,156.28,70.98,125.41,225.86,51.554,0,3.817,7.108,65.908,11.483
"Vanuatu",7.075,0.08,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,9,0,0,0,0.01,0,1.115,0.01,3.888,0.0478,0.0022,1.474,0.332,0.057,0,0,9,0,0,0,9,2.22,0,0,9,0,0,0,9,9,0,0.091,0,0.091,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,9.011,0,0,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,9,0,0,9,0,0,0.5,0,9.134,0,0.4,5.449,0.15,0,9,0.011,0,0,0,0,0.677,0,0,9,9,5.347,0.023,9,15.214,0.372,3.817,0,0.134,5.858,0.006
"Solomon Islands",11.199,0.377,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3.46,0.01,1.3,0,0,0.2,0.2,0.11,2.28,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1.9,0,0.16,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142,0,0.25,0,0.8,20.987,0.03,0,0,9,0,0,0,0,0.01,0,0,0,0,20.225,0,0,25.406,4.225,7.108,0.134,0,1.364,9
"Fiji",12.82,7.935,0.002,0,0,0,0.012,0,0.003,0,0,0,9,0,0.049,0,0,9,0,0,9,0,9,0,0,0,0,0.77,0.409,0,0,0.001,0.008,9.002,71.471,0.033,3.069,0.0287,0.0013,2.156,7.127,0.273,0.038,0,0.0056,0.148,1.296,0.031,0.847,2.761,0,0,0.002,0.005,0.044,0,0.268,0.066,0.01,1.212,0.106,0.575,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0.008,0.008,0,0,0,0,0,0,0,0.004,0.007,0.211,0.15,0,0,0,0.024,0,0.001,0,0.057,0,0,0,0,0,0.001,0.029,0.11,0,0.012,0,0.032,0.2,0,0,0,0,0,0,0,0,11.974,0,13.703,1.547,2.617,65.029,5.783,0,0.347,0.025,0.092,1.87,0,9,2.272,0,0,0,21.268,33.385,1.711,0.09,206.666,0.023,65.908,5.858,1.364,0,2.053
