"","United States of America","Canada","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Ethiopia","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Mauritius","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Republic of Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","New Zealand","Fiji"
"Uganda",13.512,1.05,0,0,0,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049999999,0,0,0,0.059,0,61.514999,0.139,4.9159999,2.4708869,0.1191124,7.8130002,1.775,0.38800001,0,0,0.26199999,0.72500002,0.92299998,0.44100001,0.83200002,10.502,0,0,0.99800003,0.037,0.048,0.017000001,0.235,2.727,0.31299999,2.477,1.1390001,1.877,0,0,0,0,0,0,0,0,0,0,0,0.0060000001,0,0.018999999,0,0,0.0049999999,0,0,0,0,0.16599999,0,51.411999,5.4190001,0.1,0.001,0.001,0.0020000001,0.55900002,0,0.0080000004,0,0,0,0.082000002,0,0.001,0,0,0,0,0.013,0.37099999,0,0.011,0.097999997,0,0.016000001,0,3.6199999,0,0,0.061999999,0,0,0,0,0,0,2.036,0,0.43399999,0,0.086000003,25.715,9.066,0,2.01,0,0,0.046999998,0,0,1.062,0,0,0,0,1.939,0.63200003,0,0.0099999998,1.726,0.23,0
"Kenya",45.694,2.6889999,0,0,0,0.023,0.048,0.0020000001,0,0,0,0,0,0,0,0,0,0,0,0.02,0.122,0,0,0,0.35100001,0,157.448,0.178,14.505,7.4889841,0.3610163,18.9,5.8400002,1.119,0,0,0.75199997,3.0550001,2.5469999,1.681,6.0650001,19.473,0.059999999,0,0.67299998,0.155,0.034000002,0.017000001,0.56099999,2.0179999,4.7930002,7.7249999,2.7720001,3.665,0.001,0,0,0,0.88700002,0,0,0,0,0,0,0.001,0.0049999999,0.12899999,0,0.0070000002,0.02,0,0,0,0,2.0480001,24.280001,0,23.531,0.001,0.98799998,0.155,0.46000001,0.58399999,0,0.15700001,0,0,0,0.68699998,0.022,0.0040000002,0.57999998,0,0,0,0.022,27.971001,0.28600001,0.602,0.090000004,0.001,0.059999999,0,3.846,9.007,0,0.043000001,1.594,0.46000001,0,0,0,0,4.013,0,1.023,0.011,2.0910001,54.125,10.218,0,4.0760002,0,0.0040000002,0.48899999,0,0,1.484,0,0,0,0,6.0430002,1.601,0,0.13699999,8.8009996,1.001,0
"Tanzania",14.717,3.516,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,68.217003,0.138,14.732,4.7700529,0.2299467,5.3829999,3.497,0.89099997,0,0,0.93199998,2.437,0.87800002,0.213,1.646,17.478001,0.02,0,0.31200001,0.287,0.0099999998,0,0.47999999,0.60000002,0.36500001,6.8839998,0.94599998,2.7690001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017000001,0,0,0,0,0,0,0,0.0089999996,2.2920001,41.783001,0,0.0089999996,0.31600001,0.056000002,0.034000002,1.11,0,0.0060000001,0,0,0,0.0040000002,0.033,0,0,0,0,0,0.0040000002,19.288,0.034000002,0.034000002,0.211,0,0.0070000002,0,1.807,4.421,0,0.32300001,3.964,0,0,0,0,0,84.140999,0,0.19499999,0.017000001,0.123,21.132,7.1399999,0,1.752,0,0.324,0.018999999,0,0,0.0060000001,0,0,0,0,0.67199999,0.40900001,0,0.015,6.4569998,0.31900001,0
"Burundi",1.2,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.0099999998,1,5.7240639,0.2759361,3.5,0.2,0.1,0,0,1.2,0,0,0,0.2,0.89999998,0,0,0.029999999,0,0,0,0,0,0,0.30000001,0.059999999,0.25999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89999998,0.2,1.1,0.89999998,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,3,0.0099999998,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rwanda",2.4000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059999999,0,0,0,0,0,2,0,1,6.9642782,0.33572221,1.3,0.40000001,0.1,0,0,0.60000002,0.30000001,0,0.1,0.1,0.80000001,0,0,0,0.11,0,0,0.30000001,0.40000001,0,0.2,0.0099999998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028999999,0,0.013,0,0,0,1.1,1.1,1.3,0.2,0.69999999,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0.30000001,0,0,4.6999998,0.1,0,0.2,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0.1,0,0
"Somalia",4.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0910001,0,0.56900001,0.1908021,0.0091979001,1.777,0.1,0.090000004,0,0,0,0,0,0,0,16.966999,0.0099999998,0,0.039999999,0.029999999,0,0,0,4.0739999,0.039999999,0,3.7,0.18000001,0,0,0,0,0.28099999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53399998,2.6429999,0.36199999,0,0,0,2.1440001,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.58999997,0,0.95599997,0.64300001,0,0.07,0,0,0.093000002,0.003,1.28,0,0,0,0,0,0,0.94599998,0,0,0,0,3.286,0.493,0,0.38,0,0,1.313,0,0,4.8330002,0,0,0,0,0,2.9389999,0,0,0,0,0
"Ethiopia",17.372,0.066,0.001,0,0,0.0020000001,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0.25999999,0,0,0,0.001,0,17.612,0.027000001,4.927,1.927101,0.092898503,5.9369998,4.5339999,0.57599998,0,0,0.017999999,0.57800001,1.367,0.86799997,2.7980001,30.302,0.039999999,0,1.12,0.64099997,0.046999998,0.124,0.154,1.965,0.041000001,3.2019999,0.80500001,2.0599999,0.056000002,0,0,0,0.0099999998,0,0.026000001,0,0.0020000001,0,0,0.0060000001,0,0.0080000004,0,0.046,0.0020000001,0,0,0,0,0,0.65100002,2.043,0.16500001,0,0,0.012,0,0.228,0,0.43000001,0,0,0,0,0.0049999999,0.001,0.0020000001,0,0.0060000001,0,0.477,12.324,0.068000004,0,0.077,0,0.78799999,0.011,3.546,0.88599998,0.017999999,1.369,0.16599999,0,0,0,0,0,2.2409999,0,0.045000002,0,0.77200001,27.697001,2.918,0,0.259,0,0,0.76300001,0,0.015,1.682,0,0,0,0,0.061999999,1.234,0,0.0020000001,3.6389999,0.012,0
"Zambia",60.702728,5.9499998,0.0045454544,0,0,0.040909089,0.0045454544,0,0,0,0,1.0027273,0,0,0,0.031818181,0,0,0,0,0.65363634,0,0.078181818,0,2.4336364,0.0054545454,135.92728,0.14272727,6.4872727,8.6147156,0.41528371,14.762728,5.3790908,0.98272729,0.42727274,0,0.056363635,0.18636364,1.9445455,0.45363638,1.8509091,28.536364,0.0099999998,0.56727272,1.9418182,0.10363636,0.051818181,0.015454546,0.59818184,0.97454548,0.52363634,8.7890911,2.2818182,2.2709091,0.0018181818,0,0,0,0.030999999,0,0,0,0.1809091,0,0,0,0.001,0.0045454544,0,0,0.0045454544,0,0,0,0,0.94090909,0.064545453,12.009091,7.7681818,0.0072727273,0,0,0.015454546,0,29.57909,3.0154545,86.074547,0,3.0490909,2.6545455,0.0054545454,0.20727272,0,0.0072727273,0,0,0,15.072727,0.0027272727,0.018181818,0.06727273,0,0.010909091,0,3.0209091,0.52545452,0,0,0.0054545454,0.043636363,0,0,0,0,5.7190909,0,0.59909093,0.0018181818,0.062727273,37.566364,4.6972728,0,0.90272725,0,0.07,0.14,0,0,1.2318182,0.0018181818,0,0,0,1.3327273,1.7181818,0.033636365,0.096363634,11.490909,0.76545453,0.001
"Zimbabwe",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0.2,0.095401101,0.0045989002,0.30000001,2.9000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49599999,0,5.3860002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8400002,0,0
"Malawi",4.4369998,0.80299997,0,0,0,0.0040000002,0.0020000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,30.672001,0.046,2.408,0.40068451,0.0193155,1.526,0.48500001,0.255,0.50700003,0,0.0089999996,0.035,0.233,0,0.32300001,1.222,0.0060000001,0,0.090000004,0.011,0.0020000001,0,0,0,0.63599998,0.65200001,0.37900001,0.433,0,0,0,0,0,0,0,0,0.001,0,0,0.0049999999,0.011,0,0,0,0,0,0,0,0,0.0040000002,0.0099999998,0.56900001,0.039999999,0,0,0,0.0040000002,3.8110001,16.108,0,11.523,0,0.122,0.15899999,0.0040000002,0.021,0.0020000001,0,0,0,0.001,7.4780002,0.0049999999,0.1,0.02,0,0,0,0.111,1.079,0,0,0.39300001,0,0,0,0,0,0,0,0.33000001,0,0,7.9099998,1.825,0,0.92199999,0,0,0.037999999,0,0,0.0040000002,0,0,0,0,0.257,0.23999999,0.0020000001,0.001,3.1289999,0.35299999,0
"South Africa",622,65.5,0,0,0,0,0,0,0.60000002,0.017999999,0.148,0.012,0,0.162,0,0.31999999,0,0,0.0099999998,0.37,20.110001,0,0.057,0,2.6400001,1.768,964.90002,7.5599999,84.199997,81.472511,3.92749,181,82.099998,20.139999,7.4200001,0,0,0,23.799999,0,0,154.8,0.63999999,0,0,2.6400001,0,0,0,0,18.030001,61.799999,15.82,16.77,0.016000001,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0.113,0.074000001,0,3.5350001,0,0,0,0,0,0,0,0,14.704,0,3.4330001,0,0,0,0,0,2.727,0,0,0,0,0,0,0.30000001,41.900002,0.0099999998,0,0.28999999,0,9.3900003,46.099998,0,10.33,0,0,0,0,1.1799999,0,0,0,0,0,3.5999999,414.29999,0.12,0,0,0,0,12.24,0,0,4.0999999,0,0,0,0,3.53,0,1.3,0,101.38,16.92,0.003
"Lesotho",2,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Botswana",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.1,0,0,0,0,0,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020000001,1.028,0,0.23800001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Swaziland",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0099999998,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.02,0.02,0,0,0,0,0.0049999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88099998,0.043000001,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0.050000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Madagascar",10.37,3.0999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,0,0,0,0,0,4.3740001,0,6.6339998,3.9591441,0.1908558,120.231,0.87400001,0.131,0.029999999,0,0,0,0,0.017000001,0,8.5439997,0,0,0,0.0099999998,0,0,0,0,0.079999998,0.63,0.050000001,0.20999999,0,0,0,0.249,0.36000001,0.0060000001,0,0,0.52399999,0,0,0,0,0,0,0.027000001,0,0.219,0,0,0.001,0,0.001,0.40700001,0.0040000002,0,0,0,0,0,0,0.028000001,0,0,0,0,0,0.39199999,1.891,0.87400001,0.028000001,0,0,1.829,0,0,0,0,0,0,0.02,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7690001,0.121,0,0.28999999,0,0,0,0,0,0.43000001,0,0,0.003,0,0.207,0.22,0,0,0,0,0
"Mauritius",5.7729998,0.266,0,0,0,0.0040000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099999998,0,0,0,0.001,0,18.16,0.17,1.2970001,0.77274859,0.037251402,5.8709998,0.67500001,0.43000001,0.048999999,0,0.027000001,0.024,0.708,0.052999999,0.079000004,1.126,0.003,0,0.0089999996,0,0.0020000001,0.013,0.022,0.039000001,0.050000001,0.49200001,0.072999999,0.25400001,0.001,0,0,0,0,0,0,0,0.028000001,0,0,0,0,0.001,0,0,0,0.0020000001,0,0,0.001,0.0020000001,0.0080000004,2.2279999,0.405,0,0,0,0.28999999,0.0040000002,0,0.001,6.4910002,0,0.028999999,0,1.449,0,0.131,0,0,0,0,4.0339999,0.018999999,0.001,0.0040000002,0,0,0,0.456,0.60000002,0.0080000004,0.001,0.127,0,0,0,0,0,1.5140001,0,0.426,0.001,0.035999998,5.4829998,2.3150001,0,0.66500002,0,3.1210001,0.059999999,0,0,2.3210001,0,0.0099999998,0.044,0,0.75099999,1.55,0.02,0.07,5.4419999,1.064,0
"Morocco",99.029999,6.1100001,14.65,0.039999999,0.23999999,0,0.63999999,0,0.16,0.0099999998,0,0,0.050000001,0.12,0,0.31,0,0.25,0.22,0,11.8,0,0.38999999,0,0.91000003,0,28.51,0.23,20.18,14.01442,0.67558342,214.06,6.2600002,28.879999,5.1799998,0,1.24,8.8199997,2.0799999,0.55000001,2.9400001,41.57,0.029999999,0,1.9400001,0.63,0.029999999,0.23999999,2.52,28.040001,3.24,15.08,3.5799999,3.5,0.059999999,0,0,0.0040000002,0.13,0.25999999,0,0,8.3000002,0,0,0,0.039999999,0.02,0.0020000001,0.63999999,0,1.39,0.003,0,0.086000003,0.20999999,0.23999999,0,0,0,0,0,0.0080000004,0,0,0,0,0,0,0,0.40000001,0,0,13.77,1.4400001,0.1,0,1.89,0.77999997,0.059999999,0.60000002,0.38,0.56999999,0,0,0,0,0.0099999998,0.039999999,0,0,0,0,0,11.88,0,3.74,0,0,13.36,2.04,0,1.42,0,0,0.090000004,0,0.0099999998,0.55000001,0,0,0,0,3.6500001,0.14,0.15000001,0.94,0.17,0.34999999,0
"Algeria",101.87,33.669998,2.6600001,0,0,0.001,0,0,0.1,0,0,0,0,0,0,0.17,0.1,0,0,0,4,0,0.148,0,1.8,0,67.029999,0.02,33.98,31.66361,1.526386,460.60001,12.76,33.720001,0,0,6.6999998,0.75,6.04,0.76999998,4.9899998,104.41,0,0,0.16,0.75999999,0,5.6999998,9.1999998,49.080002,10.2,11.58,4.29,4.77,0,0,0,0.123,0.02,0,0,0.059999999,4.8299999,0,0.1,0,0,0.0020000001,0.25999999,0.31,0,1.778,0,0,0,0,0,0,0,0,0,0,0.043000001,0,0,0.028999999,0,0,0,0,1,0,16.030001,0,6.7600002,0.02,0.1,0,2.3,0,2.96,0.0099999998,3.1800001,0,0,0,0,0,0,0,0,0,0,0,34.16,0,0,0,0,8.1999998,0.76999998,0,0.70999998,0,0,0,0,0,0,0,0,0.001,0,1.12,0.77999997,0,0,0.69999999,0.20999999,0
"Tunisia",50.34,8.0200005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029999999,0,0,0,0,6.2399998,0,0.068000004,0,0.36000001,0.0020000001,11.2,0.14,7.1799998,6.7257748,0.32422489,124.4,3.1700001,7.6799998,0.029999999,0,1.87,5.6999998,8.9700003,1.7,1.42,29.74,0.059999999,0,5.6300001,0.25,0,2.25,4.3600001,4.1100001,0.18000001,4.8000002,0.37,1.72,0,0,0,0.0020000001,0.123,0,0,0,0.81,0,0,0,0,0.015,0,0.082000002,0,0.20900001,0,0,0.057,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.039999999,0,0.89999998,0.49000001,0,0.090000004,0.26100001,0,4.27,6,0.33000001,0,0.090000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0.56999999,0,0.52999997,0,0,1.92,0,0,0.12,0,0,0,0,0,0.44999999,0,0,0,0.2,0
"Libya",48.799999,1.1,1.3,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0.80000001,0.60000002,0,1,0,0.1,0,0,0,2.4000001,1.5,69.599998,0.30000001,21.299999,7.536685,0.36331579,60,6.1999998,7.1999998,0.0099999998,0,2.0999999,5.8000002,2.8,5,5.4000001,161.5,1.1,0.1,12.7,11.5,2.0999999,7.5999999,20.200001,7.0999999,1.7,5.6999998,0.69999999,3.2,0,0,0,0,0.0020000001,0,0,0.80000001,0.1,0,0,0,0.1,0.0080000004,0,0.40000001,0.30000001,0,0,2.5999999,0,0,0.1,1,0.039999999,0,0,0,0.039999999,0,0,0,0,0,0,0,0.2,0,1.3,0.69999999,23.1,0,0.80000001,0.30000001,2.7,0,7.6999998,0.80000001,20.6,0,0,0.1,0,0.30000001,0,0,0,0,0,0,18,0,1.3,0,0,42.5,2.2,0,0.89999998,0,0,8.3000002,0,0,0,0,0,0,0,0.07,1.5,0,0,0.69999999,0,0
"Sudan",8.3570004,1.028,2.8929999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099999998,0,0,0,0,0,0.84399998,0,45.254002,0.0099999998,8.7250004,4.6841922,0.2258077,12.159,4.1919999,0.792,0,0,3.513,5.3800001,2.3670001,6.1290002,3.852,6.7519999,0,0,6.3210001,0.68000001,0.024,1.081,5.96,22.568001,0.528,2.767,0.28600001,3.0580001,0,0,0,0,0,0.0049999999,0,0,0,0,0,0,0,0,0,0.029999999,0,0,0.014,0.107,0.07,0,3.8599999,1.238,0.107,0,0,0,0.064000003,0,0,0,0,0,0,0,0,1.1569999,0,0,0,0,0,0,0.02,0.73799998,19.569,0.75199997,2.375,0.02,0,0,0,0.25,0,0,0,0,0,0,22.209,0,0,0,0,13.76,65.137001,0,5.0219998,0,0,0,0,0,0.079999998,0,0,0,0,0.029999999,0.39300001,0,0,12.664,0.17,0
"Iran",482,17.6,0,0,0,0,0,0,0,0,0,0.054000001,0,0,0,0.0099999998,0,0,0,0.58999997,1.52,0,0,0,2.3699999,1.613,190.39999,0.70999998,42.299999,43.884491,2.11551,92,49.599998,18.450001,0.75999999,0,0,0,14.6,8.0799999,0,120.9,0.0099999998,0,7.9400001,2.1500001,0.168,0,26.790001,0,10.8,21.1,4.5300002,15.58,0.0020000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0.19400001,0.98400003,0.056000002,0,0,0,0.14300001,0.79000002,0,0.0049999999,0,0,0,0,0.23199999,0,0.059999999,0,0,0,0.80699998,0,4.1300001,0.1,0.20999999,0.079999998,0.94999999,0,32.900002,0.5,0,0.0099999998,0,0,0,0,0.07,0.33199999,0,0,0,0,4.9000001,237.7,29.719999,0,4.8899999,0,0,0,0,0,6.3699999,0,0,0,0,1.67,4.71,0.2,0,53.130001,1.12,0
"Turkey",128.85001,24.48,0,0,0,0.0080000004,0,0,0,0.16500001,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0.25999999,1.001,109.39,0.47999999,23.639999,21.035931,1.014065,72.75,57.130001,5.5300002,3.74,0,7.5900002,6.46,15.32,11.23,11.23,116.26,0.0099999998,0,23.67,0.51999998,1.066,5.96,6.9200001,63.98,4.7199998,15.37,3.5699999,3.6400001,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0.23999999,0.101,0,0,0,0,0,0,0,0.28,0,0,0,0.02,0,0.02,0,1.38,7.1100001,0.039999999,4.6100001,0,49.290001,3.6199999,5,4.9299998,0.47,1.76,20.969999,0,0.11,8.9700003,0,0,0,0,0,0.059999999,0,0.07,0,0.059999999,25.1,1.17,0,1.1,0,0,0.0099999998,0,0,0.059999999,0,0,0,0,0.56999999,3.3599999,0.02,0.090000004,7.0799999,0.059999999,0
"Iraq",33.900002,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029999999,3.2,0,0,0.40000001,0.1,0,63.400002,0.80000001,9.1000004,16.98139,0.81861031,43,7.4000001,5.6999998,3.3,0,10.3,19.700001,8.1999998,7.3000002,35,22.299999,0,0.1,4.1999998,2.2,0.5,10.2,1.5,77.900002,3,19.200001,1.3,4.3000002,0,0,0,0,0.032000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89999998,0.13600001,0,0,0.2,0,0.1,0,0,0,0,0.89999998,0,0,0,0.5,0,0,0,1.7,0,7.4000001,0,7.8000002,4.3000002,15.3,1.9,0,0,0,0,4.5,0,0,0,0.89999998,0.2,19.6,0,0,0.2,0.1,20.9,11.7,0,11.9,0,2.5999999,14,0,0,1.6,0,0,0,0,22,4,0,0,20.200001,0.5,0
"Egypt",51.07,31.08,0.029999999,0,0,0.001,0,0,0.5,0,0,0,0,0,0,0,0,0.1,0,0,2.46,0,0,0,0.11,2.5599999,32.330002,0.77999997,12.66,3.796962,0.18303759,47.540001,23.809999,18.68,0,0,36.299999,19.879999,2.3399999,12.66,40.720001,51.23,0.079999998,2.99,14.36,9.2700005,0.38999999,11.71,22.75,124.29,2.21,10.58,0.13,5.7800002,0,0,0,0.14,0.07,0,0,0.02,0,0.07,0,0.059999999,0,0.62,0.1,0.25,1.91,0,0,0,0.050000001,1.22,0.34,1.04,0.86000001,0,0,0.40000001,0.23999999,3.77,0,0.14,0,0,0,0.31999999,0,0,1.75,2.1199999,0.16,8.2799997,10.3,0.22,3.6300001,9.8999996,0,0.81999999,19.540001,0.64999998,0,1.11,0.059999999,0.029999999,3.8199999,0.0099999998,0.029999999,0.039999999,0,0,17.77,0,0,1.51,0.75999999,11.83,44.07,0,4.1500001,0,0,7.0500002,0,0,0.02,0.0099999998,0,0,0,0.12,0.89999998,2.54,0.079999998,80.5,0.16,0
"Syria",29.360001,26.450001,19.780001,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.050000001,1.26,0,0,0,4.3800001,0,14.54,0.13,11.12,7.8038068,0.37619281,25.93,6.6500001,3.3399999,0.41,0,12.25,4.1599998,6.1199999,1.99,9.0500002,30.469999,0,0,6.6399999,1.83,0.127,5.71,9.8000002,27.469999,1.97,5.1999998,0.28,2.78,0,0,0,0.0020000001,0,0,0,0,0,0,0,0,0,0,0,0.0020000001,0,0.13600001,0,0,0.022,0,0.052000001,0.479,0.075000003,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0.090000004,0.2,0,0.079999998,0.68000001,0.88999999,6.4099998,26.6,14.61,0,37.540001,4.8200002,0,0.31,0,0.029999999,0.68000001,0,0,0,0,0,10.26,0,0,0,0,19.09,2.6300001,0,1.26,0,0,0.69,0,0,0,0,0,0,0,0.07,0.43000001,0,0,0,0,0
"Lebanon",73.919998,5.1199999,1.9299999,0.001,0,0.001,0,0,0.17,0,0,0,0,0.016000001,0,0.079999998,0.0099999998,0,0,0.34999999,6.1300001,0,0.044,0.5,4.3499999,0.26100001,47.900002,0.74000001,16.799999,15.53129,0.74870652,62.709999,12.53,10.03,2.0999999,0,2.72,3.74,8.4700003,3.73,12.22,55.290001,0.1,0,1.74,3.04,0.75,9.1300001,11.58,18.610001,4.0100002,11.39,1.49,4.3099999,0,0,0.029999999,0.050000001,0.28999999,0.20200001,0.050000001,0,1.0599999,0.23999999,0,0.0099999998,0.02,0.28999999,0.375,0.079999998,0.17,0.56999999,0.071000002,0.02,0.44999999,0.27000001,0,0.13,0.41999999,0,0,0.079999998,0.57999998,0,0,0,0.82999998,0,0,0,0.14,0,1.76,0.11,0.51999998,0.46000001,2.1800001,2.78,16.67,29.959999,3.96,12.36,0,3.96,0,9.7299995,0.0099999998,0.33000001,1.6,0,0.14,0,0,2.1300001,8.71,0,1.33,0.090000004,0.34,30.52,2.3499999,0,0.76999998,0,0.0020000001,3.3900001,0,0,0.18000001,0,0,0,0,0.94999999,1.29,0.039999999,0.02,8,0.56,0
"Jordan",41.439999,0.15000001,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88999999,0,0,0,1.65,0.098999999,18.99,0.079999998,4.5799999,2.575829,0.1241712,6.54,1.15,1.95,0.44999999,0,0.47999999,0.79000002,1.12,0.44999999,1.1,5.1100001,0.0099999998,0,0.81,1.67,0.33199999,1.36,2.0899999,2.79,0.54000002,2.3699999,0.1,2.5699999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039999999,0.55800003,0.20999999,0,0,0.029999999,0.56,0,0,0,0,0,0,0,0,0,0.34,0,0,0,1.85,0.27000001,1.01,0.80000001,10.18,6.4400001,14.89,0,0,11.68,0,0.02,0.68000001,0,0,0,0,0,4.3600001,0,0,0,0,11.73,3,0,1.13,0,0,0.74000001,0,0,0.58999997,0,0,0,0,0.69999999,0.49000001,0,0,0,0,0
